"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","2","Stile libero","2","50","1:21.7","16:57","2:43","2:37","53","127","139","24","12","11"
"","2.1","Stile libero","1","25","0:39.3","0:39.3","2:37","2:37","51","118","130","12","--","--"
"","2.2","Stile libero","1","25","0:42.5","1:21.7","2:50","2:50","54","133","139","12","--","--"
"","","Riposo","0","0","0:14.7","17:12","0","0","0","132","137","0","0","2"
"","3","Stile libero","2","50","1:15.3","18:27","2:31","2:26","48","128","139","21","11","10"
"","3.1","Stile libero","1","25","0:38.8","0:38.8","2:35","2:35","51","123","132","12","--","--"
"","3.2","Stile libero","1","25","0:36.5","1:15.3","2:26","2:26","45","133","139","9","--","--"
"","","Riposo","0","0","0:27.6","18:55","0","0","0","129","141","0","0","4"
"","4","Stile libero","2","50","1:13.5","20:08","2:27","2:00","48","123","134","22","11","8"
"","4.1","Stile libero","1","25","0:43.5","0:43.5","2:54","2:54","57","118","125","13","--","--"
"","4.2","Stile libero","1","25","0:30.0","1:13.5","2:00","2:00","39","131","134","9","--","--"
"","","Riposo","0","0","0:30.2","20:38","0","0","0","127","133","0","0","4"
"","5","Stile libero","2","50","1:10.4","21:49","2:21","2:20","46","126","142","21","11","9"
"","5.1","Stile libero","1","25","0:35.5","0:35.5","2:22","2:22","47","116","125","11","--","--"
"","5.2","Stile libero","1","25","0:34.9","1:10.4","2:20","2:20","45","135","142","10","--","--"
"","","Riposo","0","0","0:25.9","22:15","0","0","0","133","141","0","0","4"
"","6","Stile libero","2","50","1:02.4","23:17","2:05","2:00","41","129","147","20","10","8"
"","6.1","Stile libero","1","25","0:30.1","0:30.1","2:00","2:00","40","122","129","10","--","--"
"","6.2","Stile libero","1","25","0:32.2","1:02.4","2:09","2:09","42","135","147","10","--","--"
"","","Riposo","0","0","1:01.8","24:19","0","0","0","128","149","0","0","8"
"","7","Misto","4","100","2:04.3","26:23","2:04","1:33","45","140","161","55","14","19"
"","7.1","Stile libero","1","25","0:32.3","0:32.3","2:09","2:09","45","121","127","13","--","--"
"","7.2","Stile libero","1","25","0:23.1","0:55.4","1:33","1:33","32","126","129","9","--","--"
"","7.3","Rana","1","25","0:35.4","1:30.9","2:22","2:22","54","146","159","19","--","--"
"","7.4","Dorso","1","25","0:33.4","2:04.3","2:14","2:14","47","158","161","14","--","--"
"","","Riposo","0","0","0:28.4","26:52","0","0","0","149","154","0","0","6"
"","8","Misto","4","100","2:10.5","29:02","2:11","1:42","47","144","155","56","14","24"
"","8.1","Stile libero","1","25","0:34.9","0:34.9","2:20","2:20","48","136","140","13","--","--"
"","8.2","Stile libero","1","25","0:25.6","1:00.6","1:42","1:42","36","139","140","10","--","--"
"","8.3","Rana","1","25","0:33.7","1:34.2","2:15","2:15","53","145","154","19","--","--"
"","8.4","Dorso","1","25","0:36.3","2:10.5","2:25","2:25","50","154","155","14","--","--"
"","","Riposo","0","0","0:33.8","29:36","0","0","0","146","156","0","0","6"
"","9","Misto","4","100","2:08.7","31:45","2:09","1:37","46","144","160","55","14","22"
"","9.1","Stile libero","1","25","0:35","0:35","2:20","2:20","48","131","139","13","--","--"
"","9.2","Stile libero","1","25","0:24.3","0:59.3","1:37","1:37","33","138","141","9","--","--"
"","9.3","Rana","1","25","0:34.8","1:34.1","2:19","2:19","54","147","157","19","--","--"
"","9.4","Dorso","1","25","0:34.7","2:08.7","2:19","2:19","49","158","160","14","--","--"
"","","Riposo","0","0","0:35.7","32:20","0","0","0","147","155","0","0","7"
"","10","Misto","4","100","2:06.4","34:27","2:06","1:52","46","145","159","58","15","21"
"","10.1","Stile libero","1","25","0:28.4","0:28.4","1:54","1:54","39","130","140","11","--","--"
"","10.2","Stile libero","1","25","0:27.9","0:56.3","1:52","1:52","39","139","146","11","--","--"
"","10.3","Rana","1","25","0:33.8","1:30.1","2:15","2:15","55","152","158","21","--","--"
"","10.4","Dorso","1","25","0:36.3","2:06.4","2:25","2:25","51","151","159","15","--","--"
"","","Riposo","0","0","0:36.8","35:04","0","0","0","149","159","0","0","7"
"","11","Misto","4","100","2:08.1","37:12","2:08","1:46","47","147","157","59","15","23"
"","11.1","Stile libero","1","25","0:34.3","0:34.3","2:17","2:17","47","139","146","13","--","--"
"","11.2","Stile libero","1","25","0:26.5","1:00.8","1:46","1:46","38","144","147","11","--","--"
"","11.3","Rana","1","25","0:30.6","1:31.4","2:02","2:02","50","151","154","19","--","--"
"","11.4","Dorso","1","25","0:36.7","2:08.1","2:27","2:27","53","154","157","16","--","--"
"","","Riposo","0","0","0:37.3","37:49","0","0","0","148","155","0","0","7"
"","12","Misto","4","100","2:08.0","39:57","2:08","1:52","47","148","159","61","15","23"
"","12.1","Stile libero","1","25","0:34.6","0:34.6","2:19","2:19","49","137","146","14","--","--"
"","12.2","Stile libero","1","25","0:27.9","1:02.6","1:52","1:52","39","145","147","11","--","--"
"","12.3","Rana","1","25","0:28","1:30.6","1:52","1:52","47","153","159","19","--","--"
"","12.4","Dorso","1","25","0:37.4","2:08.0","2:30","2:30","54","155","159","17","--","--"
"","","Riposo","0","0","0:30.0","40:27","0","0","0","154","159","0","0","6"
"","13","Misto","4","100","2:08.0","42:35","2:08","1:42","48","158","175","62","16","27"
"","13.1","Stile libero","1","25","0:33.3","0:33.3","2:13","2:13","47","145","150","14","--","--"
"","13.2","Stile libero","1","25","0:25.6","0:58.9","1:42","1:42","37","151","154","11","--","--"
"","13.3","Rana","1","25","0:29.4","1:28.3","1:58","1:58","49","163","172","20","--","--"
"","13.4","Dorso","1","25","0:39.7","2:08.0","2:39","2:39","57","170","175","17","--","--"
"","","Riposo","0","0","0:39.3","43:14","0","0","0","153","167","0","0","8"
"","14","Misto","4","100","2:22.4","45:37","2:22","1:33","51","149","159","60","15","24"
"","14.1","Stile libero","1","25","0:31.9","0:31.9","2:08","2:08","46","137","150","14","--","--"
"","14.2","Stile libero","1","25","0:23.4","0:55.3","1:33","1:33","33","149","152","10","--","--"
"","14.3","Rana","1","25","0:30.5","1:25.8","2:02","2:02","50","154","159","19","--","--"
"","14.4","Dorso","1","25","0:56.6","2:22.4","3:46","3:46","74","151","158","17","--","--"
"","","Riposo","0","0","1:07.4","46:44","0","0","0","133","151","0","0","8"
"","15","Stile libero","4","100","1:49.4","48:33","1:49","1:28","39","141","157","48","12","16"
"","15.1","Stile libero","1","25","0:29.5","0:29.5","1:58","1:58","42","126","133","12","--","--"
"","15.2","Stile libero","1","25","0:21.9","0:51.4","1:28","1:28","32","139","143","10","--","--"
"","15.3","Stile libero","1","25","0:33.6","1:25.1","2:15","2:15","49","145","151","15","--","--"
"","15.4","Stile libero","1","25","0:24.4","1:49.4","1:37","1:37","35","155","157","11","--","--"
"","","Riposo","0","0","1:01.7","49:35","0","0","0","141","157","0","0","9"
"","16","Misto","7","175","10:45","1:00:20","2:11","1:33","42","128","151","68","10","54"
"","16.1","Stile libero","1","25","0:39.5","0:39.5","2:38","2:38","53","127","137","13","--","--"
"","16.2","Stile libero","1","25","0:35.1","1:14.6","2:20","2:20","45","134","138","10","--","--"
"","16.3","Stile libero","1","25","0:23.3","1:37.9","1:33","1:33","30","132","134","7","--","--"
"","16.4","Rana","1","25","0:47.9","2:25.9","3:12","3:12","59","133","137","11","--","--"
"","16.5","Stile libero","1","25","0:25.1","2:50.9","1:40","1:40","33","130","137","8","--","--"
"","16.6","Stile libero","1","25","0:28.3","3:19.2","1:53","1:53","38","126","131","10","--","--"
"","16.7","Stile libero","1","25","0:29.6","3:48.8","1:58","1:58","39","130","133","9","--","--"
"","16.8","--","1","--","6:56.3","10:45","--","--","--","126","151","--","--","--"
"","Riepilogo","--","71","1,775","1:00:20","1:00:20","2:18","1:28","48","136","176","938","13","532"
