"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","1","Misto","30","750","22:00","22:00","2:35","1:40","51","133","159","363","12","206"
"","1.1","Stile libero","1","25","0:34.4","0:34.4","2:18","2:18","45","105","124","11","--","--"
"","1.2","Stile libero","1","25","0:31.7","1:06.1","2:07","2:07","42","125","137","10","--","--"
"","1.3","Stile libero","1","25","0:38.1","1:44.2","2:32","2:32","50","142","143","12","--","--"
"","1.4","Rana","1","25","0:26.8","2:10.9","1:47","1:47","35","133","139","8","--","--"
"","1.5","Rana","1","25","0:38.3","2:49.2","2:33","2:33","56","134","141","18","--","--"
"","1.6","Rana","1","25","0:36.3","3:25.4","2:25","2:25","54","141","144","18","--","--"
"","1.7","Rana","1","25","0:46.7","4:12.1","3:07","3:07","68","141","145","21","--","--"
"","1.8","Rana","1","25","0:42.2","4:54.3","2:49","2:49","62","143","145","20","--","--"
"","1.9","Dorso","1","25","0:37.8","5:32.1","2:31","2:31","52","142","146","14","--","--"
"","1.10","Dorso","1","25","0:39.9","6:11.9","2:39","2:39","56","130","132","16","--","--"
"","1.11","Rana","1","25","0:39.9","6:51.9","2:40","2:40","55","121","128","15","--","--"
"","1.12","Dorso","1","25","0:54.1","7:46.0","3:36","3:36","72","149","159","18","--","--"
"","1.13","Stile libero","1","25","0:31.9","8:17.9","2:08","2:08","43","149","153","11","--","--"
"","1.14","Stile libero","1","25","0:50.4","9:08.3","3:22","3:22","63","137","141","13","--","--"
"","1.15","Stile libero","1","25","0:37.8","9:46.1","2:31","2:31","50","140","144","12","--","--"
"","1.16","Stile libero","1","25","0:28.6","10:15","1:54","1:54","39","143","148","10","--","--"
"","1.17","Rana","1","25","0:40.6","10:55","2:43","2:43","52","131","142","11","--","--"
"","1.18","Rana","1","25","0:27.5","11:23","1:50","1:50","34","126","133","6","--","--"
"","1.19","Dorso","1","25","0:24.9","11:48","1:40","1:40","31","131","137","6","--","--"
"","1.20","Rana","1","25","0:26.6","12:14","1:46","1:46","33","132","136","6","--","--"
"","1.21","Rana","1","25","0:34.8","12:49","2:19","2:19","44","124","130","9","--","--"
"","1.22","Rana","1","25","0:59.2","13:48","3:57","3:57","72","129","132","13","--","--"
"","1.23","Rana","1","25","0:36.8","14:25","2:27","2:27","45","126","129","8","--","--"
"","1.24","Rana","1","25","0:59.5","15:25","3:58","3:58","74","130","135","14","--","--"
"","1.25","Rana","1","25","0:26.6","15:51","1:46","1:46","35","131","135","8","--","--"
"","1.26","Stile libero","1","25","0:29.6","16:21","1:58","1:58","37","137","144","7","--","--"
"","1.27","Rana","1","25","0:34.7","16:55","2:19","2:19","45","123","127","10","--","--"
"","1.28","Rana","1","25","0:41.4","17:37","2:46","2:46","52","134","137","11","--","--"
"","1.29","Rana","1","25","0:47.3","18:24","3:09","3:09","58","129","135","11","--","--"
"","1.30","Rana","1","25","1:01.3","19:25","4:05","4:05","77","131","139","16","--","--"
"","1.31","--","1","--","2:34.9","22:00","--","--","--","130","144","--","--","--"
"","","Riposo","0","0","1:20.0","23:20","0","0","0","116","132","0","0","7"
"","2","Stile libero","40","1,000","21:19","44:39","2:08","1:41","44","152","166","498","13","253"
"","2.1","Stile libero","1","25","0:37.9","0:37.9","2:32","2:32","51","126","139","13","--","--"
"","2.2","Stile libero","1","25","0:26","1:03.9","1:44","1:44","35","148","152","9","--","--"
"","2.3","Stile libero","1","25","0:30.4","1:34.3","2:02","2:02","41","154","159","11","--","--"
"","2.4","Stile libero","1","25","0:29.8","2:04.1","1:59","1:59","41","162","164","11","--","--"
"","2.5","Stile libero","1","25","0:29.5","2:33.6","1:58","1:58","42","156","161","12","--","--"
"","2.6","Stile libero","1","25","0:33.9","3:07.6","2:16","2:16","47","153","156","13","--","--"
"","2.7","Stile libero","1","25","0:25.3","3:32.8","1:41","1:41","35","149","151","10","--","--"
"","2.8","Stile libero","1","25","0:34.8","4:07.6","2:19","2:19","47","153","158","12","--","--"
"","2.9","Stile libero","1","25","0:28.9","4:36.4","1:55","1:55","41","155","157","12","--","--"
"","2.10","Stile libero","1","25","0:33.3","5:09.7","2:13","2:13","46","150","152","13","--","--"
"","2.11","Stile libero","1","25","0:32.8","5:42.4","2:11","2:11","46","149","151","13","--","--"
"","2.12","Stile libero","1","25","0:31.8","6:14.2","2:07","2:07","45","150","152","13","--","--"
"","2.13","Stile libero","1","25","0:29.8","6:44.0","1:59","1:59","42","150","151","12","--","--"
"","2.14","Stile libero","1","25","0:34.8","7:18.7","2:19","2:19","48","149","151","13","--","--"
"","2.15","Stile libero","1","25","0:34.8","7:53.6","2:19","2:19","50","151","153","15","--","--"
"","2.16","Stile libero","1","25","0:28.6","8:22.1","1:54","1:54","40","155","158","11","--","--"
"","2.17","Stile libero","1","25","0:33.3","8:55.4","2:13","2:13","46","152","153","13","--","--"
"","2.18","Stile libero","1","25","0:33","9:28.4","2:12","2:12","45","148","152","12","--","--"
"","2.19","Stile libero","1","25","0:36.9","10:05","2:27","2:27","50","148","150","13","--","--"
"","2.20","Stile libero","1","25","0:36.2","10:41","2:25","2:25","51","148","151","15","--","--"
"","2.21","Stile libero","1","25","0:31.6","11:13","2:06","2:06","46","149","151","14","--","--"
"","2.22","Stile libero","1","25","0:27.8","11:41","1:51","1:51","38","151","152","10","--","--"
"","2.23","Stile libero","1","25","0:31.8","12:13","2:07","2:07","44","150","152","12","--","--"
"","2.24","Stile libero","1","25","0:32.9","12:45","2:12","2:12","47","155","156","14","--","--"
"","2.25","Stile libero","1","25","0:29.6","13:15","1:58","1:58","41","154","156","11","--","--"
"","2.26","Stile libero","1","25","0:33.6","13:49","2:15","2:15","47","151","152","13","--","--"
"","2.27","Stile libero","1","25","0:32.6","14:21","2:10","2:10","45","151","152","12","--","--"
"","2.28","Stile libero","1","25","0:33.3","14:55","2:13","2:13","46","152","155","13","--","--"
"","2.29","Stile libero","1","25","0:35.5","15:30","2:22","2:22","50","153","158","14","--","--"
"","2.30","Stile libero","1","25","0:32.9","16:03","2:12","2:12","45","150","153","12","--","--"
"","2.31","Stile libero","1","25","0:31.9","16:35","2:08","2:08","45","154","156","13","--","--"
"","2.32","Stile libero","1","25","0:30.3","17:05","2:01","2:01","41","150","153","11","--","--"
"","2.33","Stile libero","1","25","0:36.1","17:41","2:25","2:25","51","154","156","15","--","--"
"","2.34","Stile libero","1","25","0:29.1","18:10","1:57","1:57","40","153","155","11","--","--"
"","2.35","Stile libero","1","25","0:32.9","18:43","2:12","2:12","47","156","159","14","--","--"
"","2.36","Stile libero","1","25","0:28.1","19:11","1:52","1:52","40","154","155","12","--","--"
"","2.37","Stile libero","1","25","0:30.4","19:42","2:02","2:02","42","153","156","12","--","--"
"","2.38","Stile libero","1","25","0:31","20:13","2:04","2:04","43","158","166","12","--","--"
"","2.39","Stile libero","1","25","0:39.4","20:52","2:38","2:38","55","157","164","16","--","--"
"","2.40","Stile libero","1","25","0:26.4","21:19","1:45","1:45","37","153","155","11","--","--"
"","","Riposo","0","0","1:34.5","46:13","0","0","0","130","156","0","0","9"
"","3","Misto","12","300","15:38","1:01:52","5:13","2:19","96","140","159","211","18","120"
"","3.1","Rana","1","25","0:36.7","0:36.7","2:27","2:27","57","124","141","20","--","--"
"","3.2","Rana","1","25","0:42.5","1:19.2","2:50","2:50","65","152","159","22","--","--"
"","3.3","Rana","1","25","0:38.9","1:58.1","2:36","2:36","59","152","159","20","--","--"
"","3.4","Rana","1","25","0:46","2:44.1","3:04","3:04","69","151","154","23","--","--"
"","3.5","Dorso","1","25","0:50.4","3:34.4","3:22","3:22","66","146","152","16","--","--"
"","3.6","Dorso","1","25","0:47.2","4:21.6","3:09","3:09","65","154","157","18","--","--"
"","3.7","Rana","1","25","0:47.9","5:09.5","3:12","3:12","66","153","158","18","--","--"
"","3.8","Dorso","1","25","1:00.4","6:09.9","4:02","4:02","79","148","152","19","--","--"
"","3.9","Dorso","1","25","0:45.1","6:55.0","3:01","3:01","61","142","151","16","--","--"
"","3.10","Dorso","1","25","0:49.8","7:44.7","3:19","3:19","68","143","147","18","--","--"
"","3.11","Rana","1","25","0:34.8","8:19.5","2:19","2:19","45","145","149","10","--","--"
"","3.12","Rana","1","25","7:18.7","15:38","29:14","29:14","450","133","146","11","--","--"
"","Riepilogo","--","82","2,050","1:01:52","1:01:52","2:45","1:40","54","141","166","1,072","13","595"
