"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","1","Misto","20","500","11:49","11:49","2:15","1:15","46","124","152","240","12","105"
"","1.1","Rana","1","25","0:37","0:37","2:28","2:28","49","83","99","12","--","--"
"","1.2","Stile libero","1","25","0:33.9","1:10.9","2:16","2:16","45","105","113","11","--","--"
"","1.3","Rana","1","25","0:30.1","1:41.0","2:00","2:00","41","113","115","11","--","--"
"","1.4","Rana","1","25","0:33.8","2:14.8","2:15","2:15","45","118","121","11","--","--"
"","1.5","Stile libero","1","25","0:32.8","2:47.6","2:11","2:11","45","114","117","12","--","--"
"","1.6","Stile libero","1","25","0:33.3","3:20.9","2:13","2:13","45","116","118","12","--","--"
"","1.7","Rana","1","25","0:34.4","3:55.3","2:18","2:18","46","114","118","12","--","--"
"","1.8","Stile libero","1","25","0:35.4","4:30.7","2:21","2:21","46","113","116","11","--","--"
"","1.9","Rana","1","25","0:35.6","5:06.3","2:22","2:22","47","110","111","11","--","--"
"","1.10","Stile libero","1","25","0:39.8","5:46.1","2:39","2:39","53","121","127","13","--","--"
"","1.11","Rana","1","25","0:59.4","6:45.6","3:58","3:58","85","118","131","26","--","--"
"","1.12","Rana","1","25","0:30.9","7:16.5","2:04","2:04","49","131","133","18","--","--"
"","1.13","Rana","1","25","0:37.2","7:53.7","2:29","2:29","56","134","141","19","--","--"
"","1.14","Rana","1","25","0:24.9","8:18.6","1:40","1:40","33","138","141","8","--","--"
"","1.15","Dorso","1","25","0:18.8","8:37.4","1:15","1:15","24","135","137","5","--","--"
"","1.16","Dorso","1","25","0:38","9:15.4","2:32","2:32","51","141","145","13","--","--"
"","1.17","Dorso","1","25","0:39.4","9:54.8","2:37","2:37","52","144","147","13","--","--"
"","1.18","Rana","1","25","0:18.7","10:13","1:15","1:15","23","148","152","4","--","--"
