"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","3.1","Rana","1","25","0:44.4","0:44.4","2:58","2:58","66","132","141","22","--","--"
"","3.2","Rana","1","25","0:32.5","1:16.9","2:10","2:10","50","137","141","17","--","--"
"","3.3","Rana","1","25","0:36.1","1:53","2:25","2:25","55","139","142","19","--","--"
"","3.4","Rana","1","25","0:40.9","2:33.9","2:43","2:43","61","143","145","20","--","--"
"","","Riposo","0","0","0:36.6","12:56","0","0","0","132","146","0","0","6"
"","4","Rana","2","50","0:53.7","13:50","1:47","1:24","33","115","123","13","7","5"
"","4.1","Rana","1","25","0:32.8","0:32.8","2:11","2:11","42","116","120","9","--","--"
"","4.2","Rana","1","25","0:20.9","0:53.7","1:24","1:24","25","113","121","4","--","--"
"","","Riposo","0","0","0:21.4","14:11","0","0","0","132","136","0","0","3"
"","5","Rana","2","50","0:51.8","15:03","1:44","1:37","33","133","145","14","7","9"
"","5.1","Rana","1","25","0:27.5","0:27.5","1:50","1:50","36","128","135","8","--","--"
"","5.2","Rana","1","25","0:24.3","0:51.8","1:37","1:37","30","138","145","6","--","--"
"","","Riposo","0","0","0:23.8","15:27","0","0","0","147","150","0","0","5"
"","6","Rana","2","50","0:50.7","16:17","1:41","1:36","31","141","150","12","6","9"
"","6.1","Rana","1","25","0:26.8","0:26.8","1:47","1:47","33","137","140","6","--","--"
"","6.2","Rana","1","25","0:23.9","0:50.7","1:36","1:36","30","145","150","6","--","--"
"","","Riposo","0","0","0:25.2","16:43","0","0","0","150","153","0","0","5"
"","7","Rana","1","25","0:50.5","17:33","3:22","3:22","64","140","152","13","13","9"
"","7.1","Rana","1","25","0:50.5","0:50.5","3:22","3:22","64","140","152","13","--","--"
"","","Riposo","0","0","1:24.2","18:57","0","0","0","132","157","0","0","12"
"","8","Rana","2","50","1:01.7","19:59","2:03","1:47","40","121","133","19","10","6"
"","8.1","Rana","1","25","0:35.1","0:35.1","2:20","2:20","46","117","133","11","--","--"
"","8.2","Rana","1","25","0:26.7","1:01.7","1:47","1:47","35","126","128","8","--","--"
"","","Riposo","0","0","0:14.1","20:13","0","0","0","126","128","0","0","2"
"","9","Rana","2","50","1:02.1","21:15","2:04","2:04","41","129","133","20","10","8"
"","9.1","Rana","1","25","0:31","0:31","2:04","2:04","41","127","131","10","--","--"
"","9.2","Rana","1","25","0:31.1","1:02.1","2:05","2:05","41","131","133","10","--","--"
"","","Riposo","0","0","0:16.4","21:32","0","0","0","131","133","0","0","2"
"","10","Rana","2","50","1:03.6","22:35","2:07","2:04","41","125","130","19","10","8"
"","10.1","Rana","1","25","0:32.6","0:32.6","2:11","2:11","44","123","127","11","--","--"
"","10.2","Rana","1","25","0:31.0","1:03.6","2:04","2:04","39","128","130","8","--","--"
"","","Riposo","0","0","0:16.1","22:51","0","0","0","131","132","0","0","2"
"","11","Rana","2","50","0:59.9","23:51","2:00","1:48","40","130","136","21","11","8"
"","11.1","Rana","1","25","0:32.8","0:32.8","2:11","2:11","45","127","131","12","--","--"
"","11.2","Rana","1","25","0:27.1","0:59.9","1:48","1:48","36","133","136","9","--","--"
"","","Riposo","0","0","1:13.0","25:04","0","0","0","120","136","0","0","8"
"","12","Misto","4","100","1:54.9","26:59","1:55","1:52","39","138","155","42","11","18"
"","12.1","Stile libero","1","25","0:28.2","0:28.2","1:53","1:53","38","121","135","10","--","--"
"","12.2","Stile libero","1","25","0:28.7","0:56.9","1:55","1:55","39","135","139","10","--","--"
"","12.3","Stile libero","1","25","0:30","1:26.9","2:00","2:00","42","145","150","12","--","--"
"","12.4","Rana","1","25","0:28.0","1:54.9","1:52","1:52","38","151","155","10","--","--"
"","","Riposo","0","0","0:30.0","27:29","0","0","0","140","154","0","0","5"
"","13","Misto","4","100","1:55.8","29:25","1:56","1:51","39","146","156","42","11","21"
"","13.1","Stile libero","1","25","0:27.8","0:27.8","1:51","1:51","38","134","145","10","--","--"
"","13.2","Stile libero","1","25","0:29.4","0:57.1","1:58","1:58","40","143","145","11","--","--"
"","13.3","Rana","1","25","0:28.6","1:25.7","1:54","1:54","39","151","156","10","--","--"
"","13.4","Stile libero","1","25","0:30.1","1:55.8","2:00","2:00","41","153","154","11","--","--"
"","","Riposo","0","0","0:21.9","29:47","0","0","0","147","154","0","0","4"
"","14","Stile libero","4","100","1:56.8","31:44","1:57","1:53","40","147","152","43","11","22"
"","14.1","Stile libero","1","25","0:28.3","0:28.3","1:53","1:53","38","138","145","10","--","--"
"","14.2","Stile libero","1","25","0:30.1","0:58.4","2:00","2:00","42","148","150","12","--","--"
"","14.3","Stile libero","1","25","0:28.9","1:27.3","1:56","1:56","39","151","152","10","--","--"
"","14.4","Stile libero","1","25","0:29.5","1:56.8","1:58","1:58","40","150","151","11","--","--"
"","","Riposo","0","0","0:40.4","32:24","0","0","0","141","153","0","0","7"
"","15","Stile libero","1","25","0:23.3","32:47","1:33","1:33","32","128","139","9","9","2"
"","15.1","Stile libero","1","25","0:23.3","0:23.3","1:33","1:33","32","127","137","9","--","--"
"","","Riposo","0","0","0:36.1","33:23","0","0","0","138","143","0","0","6"
"","16","Farfalla","1","25","0:23.4","33:47","1:34","1:34","33","129","146","10","10","3"
"","16.1","Farfalla","1","25","0:23.4","0:23.4","1:34","1:34","33","127","144","10","--","--"
"","","Riposo","0","0","1:10.2","34:57","0","0","0","129","149","0","0","9"
"","17","Stile libero","4","100","1:53.5","36:51","1:54","1:48","39","134","151","44","11","15"
"","17.1","Stile libero","1","25","0:27","0:27","1:48","1:48","38","116","125","11","--","--"
"","17.2","Stile libero","1","25","0:28.2","0:55.2","1:53","1:53","39","135","142","11","--","--"
"","17.3","Stile libero","1","25","0:29.3","1:24.4","1:57","1:57","40","141","143","11","--","--"
"","17.4","Stile libero","1","25","0:29.1","1:53.5","1:56","1:56","40","142","149","11","--","--"
"","","Riposo","0","0","0:24.5","37:15","0","0","0","148","152","0","0","5"
"","18","Stile libero","4","100","1:58.3","39:13","1:58","1:53","41","152","159","46","12","24"
"","18.1","Stile libero","1","25","0:28.3","0:28.3","1:53","1:53","38","142","149","10","--","--"
"","18.2","Stile libero","1","25","0:30.3","0:58.6","2:01","2:01","41","151","152","11","--","--"
"","18.3","Stile libero","1","25","0:30.9","1:29.4","2:03","2:03","44","156","159","13","--","--"
"","18.4","Stile libero","1","25","0:28.9","1:58.3","1:55","1:55","41","157","159","12","--","--"
"","","Riposo","0","0","0:25.2","39:39","0","0","0","149","155","0","0","5"
"","19","Stile libero","4","100","1:57.3","41:36","1:57","1:52","41","147","151","46","12","22"
"","19.1","Stile libero","1","25","0:28.1","0:28.1","1:52","1:52","39","145","151","11","--","--"
"","19.2","Stile libero","1","25","0:28.6","0:56.6","1:54","1:54","40","148","151","11","--","--"
"","19.3","Stile libero","1","25","0:31.3","1:27.9","2:05","2:05","43","145","150","12","--","--"
"","19.4","Stile libero","1","25","0:29.4","1:57.3","1:58","1:58","41","150","151","12","--","--"
"","","Riposo","0","0","0:59.8","42:36","0","0","0","137","154","0","0","8"
"","20","Stile libero","1","25","0:23.9","43:00","1:36","1:36","35","119","128","11","11","1"
"","20.1","Stile libero","1","25","0:23.9","0:23.9","1:36","1:36","35","118","127","11","--","--"
"","","Riposo","0","0","0:43.2","43:43","0","0","0","125","131","0","0","4"
"","21","Stile libero","1","25","0:23.3","44:06","1:33","1:33","32","113","117","9","9","1"
"","21.1","Stile libero","1","25","0:23.3","0:23.3","1:33","1:33","32","113","117","9","--","--"
"","","Riposo","0","0","0:25.2","44:31","0","0","0","124","134","0","0","2"
"","22","Misto","11","275","5:50.8","50:22","1:50","0:47","36","130","141","99","9","39"
"","22.1","Stile libero","1","25","0:31.7","0:31.7","2:07","2:07","43","129","139","11","--","--"
"","22.2","Stile libero","1","25","0:32.8","1:04.4","2:11","2:11","44","138","141","11","--","--"
"","22.3","Stile libero","1","25","0:41.6","1:46.1","2:46","2:46","56","134","137","14","--","--"
"","22.4","Stile libero","1","25","0:19.1","2:05.1","1:16","1:16","23","127","133","4","--","--"
"","22.5","Stile libero","1","25","0:27.1","2:32.2","1:48","1:48","36","124","128","9","--","--"
"","22.6","Stile libero","1","25","0:33","3:05.2","2:12","2:12","44","129","132","11","--","--"
"","22.7","Rana","1","25","0:17.9","3:23.1","1:11","1:11","23","129","132","5","--","--"
"","22.8","Dorso","1","25","0:30.3","3:53.3","2:01","2:01","40","128","131","10","--","--"
"","22.9","Dorso","1","25","0:11.8","4:05.1","0:47","0:47","16","130","132","4","--","--"
"","22.10","Dorso","1","25","0:31.3","4:36.4","2:05","2:05","43","134","137","12","--","--"
"","22.11","Stile libero","1","25","0:24.9","5:01.3","1:40","1:40","33","132","137","8","--","--"
"","22.12","--","1","--","0:49.5","5:50.8","--","--","--","124","134","--","--","--"
"","Riepilogo","--","74","1,850","50:22","50:22","2:02","0:47","41","132","159","789","11","437"
