"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","8.1","Stile libero","1","25","0:28.2","0:28.2","1:53","1:53","37","138","145","9","--","--"
"","8.2","Stile libero","1","25","0:23.6","0:51.8","1:35","1:35","32","147","152","8","--","--"
"","","Riposo","0","0","1:29.1","21:47","0","0","0","132","155","0","0","12"
"","9","Misto","8","200","3:35.3","25:23","1:48","1:10","38","145","154","86","11","40"
"","9.1","Stile libero","1","25","0:26.3","0:26.3","1:45","1:45","36","120","131","10","--","--"
"","9.2","Stile libero","1","25","0:27.8","0:54.1","1:51","1:51","40","141","148","12","--","--"
"","9.3","Stile libero","1","25","0:29.8","1:23.8","1:59","1:59","42","151","153","12","--","--"
"","9.4","Stile libero","1","25","0:31.9","1:55.7","2:08","2:08","45","147","150","13","--","--"
"","9.5","Stile libero","1","25","0:29.7","2:25.4","1:59","1:59","42","148","149","12","--","--"
"","9.6","Stile libero","1","25","0:34.1","2:59.6","2:16","2:16","48","148","150","14","--","--"
"","9.7","Dorso","1","25","0:17.4","3:17.0","1:10","1:10","24","153","154","7","--","--"
"","9.8","Stile libero","1","25","0:18.3","3:35.3","1:13","1:13","24","152","153","6","--","--"
"","","Riposo","0","0","0:49.3","26:12","0","0","0","133","153","0","0","7"
"","10","Dorso","4","100","2:44.8","28:57","2:45","2:23","57","148","157","63","16","31"
"","10.1","Dorso","1","25","0:35.7","0:35.7","2:23","2:23","51","130","148","15","--","--"
"","10.2","Dorso","1","25","0:36.1","1:11.7","2:24","2:24","52","154","156","16","--","--"
"","10.3","Dorso","1","25","0:46.6","1:58.4","3:07","3:07","63","153","156","16","--","--"
"","10.4","Dorso","1","25","0:46.4","2:44.8","3:06","3:06","62","152","157","16","--","--"
"","","Riposo","0","0","0:37.5","29:34","0","0","0","139","156","0","0","6"
"","11","Stile libero","4","100","1:59.1","31:34","1:59","1:58","42","141","151","49","12","19"
"","11.1","Stile libero","1","25","0:29.9","0:29.9","2:00","2:00","42","127","131","12","--","--"
"","11.2","Stile libero","1","25","0:29.9","0:59.8","1:59","1:59","43","142","146","13","--","--"
"","11.3","Stile libero","1","25","0:29.4","1:29.2","1:58","1:58","41","147","149","12","--","--"
"","11.4","Stile libero","1","25","0:29.9","1:59.1","2:00","2:00","42","149","150","12","--","--"
"","","Riposo","0","0","0:39.2","32:13","0","0","0","140","153","0","0","6"
"","12","Rana","4","100","2:24.0","34:37","2:24","2:10","56","144","154","80","20","24"
"","12.1","Rana","1","25","0:32.4","0:32.4","2:10","2:10","50","128","142","18","--","--"
"","12.2","Rana","1","25","0:37.8","1:10.2","2:31","2:31","58","150","154","20","--","--"
"","12.3","Rana","1","25","0:36.6","1:46.9","2:26","2:26","59","147","153","22","--","--"
"","12.4","Rana","1","25","0:37.2","2:24.0","2:29","2:29","57","148","154","20","--","--"
"","","Riposo","0","0","0:44.2","35:21","0","0","0","144","159","0","0","7"
"","13","Misto","21","525","17:42","53:03","2:32","1:53","52","127","142","285","14","111"
"","13.1","Stile libero","1","25","0:34.9","0:34.9","2:20","2:20","49","128","139","14","--","--"
"","13.2","Stile libero","1","25","0:37.8","1:12.7","2:31","2:31","53","136","140","15","--","--"
"","13.3","Stile libero","1","25","0:37.8","1:50.5","2:31","2:31","53","135","139","15","--","--"
"","13.4","Stile libero","1","25","0:36.1","2:26.6","2:25","2:25","50","132","134","14","--","--"
"","13.5","Stile libero","1","25","0:42.1","3:08.7","2:49","2:49","58","132","135","16","--","--"
"","13.6","Rana","1","25","0:42.3","3:51.1","2:49","2:49","60","120","133","18","--","--"
"","13.7","Rana","1","25","0:51.6","4:42.7","3:27","3:27","71","123","129","19","--","--"
"","13.8","Stile libero","1","25","0:40.5","5:23.2","2:42","2:42","53","130","133","12","--","--"
"","13.9","Stile libero","1","25","0:35.1","5:58.2","2:20","2:20","47","126","131","12","--","--"
"","13.10","Stile libero","1","25","0:28.3","6:26.6","1:53","1:53","37","130","133","9","--","--"
"","13.11","Stile libero","1","25","0:40.8","7:07.3","2:43","2:43","54","133","140","13","--","--"
"","13.12","Stile libero","1","25","0:38.9","7:46.2","2:36","2:36","52","128","132","13","--","--"
"","13.13","Stile libero","1","25","0:36.2","8:22.4","2:25","2:25","49","127","132","13","--","--"
"","13.14","Stile libero","1","25","0:41.9","9:04.2","2:48","2:48","56","123","130","14","--","--"
"","13.15","Stile libero","1","25","0:35.4","9:39.6","2:21","2:21","47","117","121","12","--","--"
"","13.16","Stile libero","1","25","0:36.4","10:16","2:26","2:26","49","128","131","13","--","--"
"","13.17","Stile libero","1","25","0:35.7","10:52","2:23","2:23","49","126","129","13","--","--"
"","13.18","Stile libero","1","25","0:31.4","11:23","2:06","2:06","42","128","131","11","--","--"
"","13.19","Stile libero","1","25","0:40.1","12:03","2:41","2:41","52","126","129","12","--","--"
"","13.20","Stile libero","1","25","0:43.4","12:47","2:54","2:54","58","122","125","15","--","--"
"","13.21","Stile libero","1","25","0:33.9","13:21","2:16","2:16","46","124","126","12","--","--"
"","13.22","--","1","--","4:21.2","17:42","--","--","--","125","142","--","--","--"
"","Riepilogo","--","73","1,825","53:03","53:03","2:16","1:10","46","134","159","912","13","466"
