"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","4.1","Rana","1","25","0:28.7","0:28.7","1:55","1:55","37","130","137","8","--","--"
"","4.2","Rana","1","25","0:21.1","0:49.8","1:24","1:24","26","141","145","5","--","--"
"","","Riposo","0","0","0:25.9","14:48","0","0","0","144","149","0","0","5"
"","5","Rana","2","50","0:49.2","15:37","1:38","1:31","31","138","148","12","6","8"
"","5.1","Rana","1","25","0:26.4","0:26.4","1:45","1:45","33","131","139","7","--","--"
"","5.2","Rana","1","25","0:22.8","0:49.2","1:31","1:31","28","144","148","5","--","--"
"","","Riposo","0","0","1:39.9","17:17","0","0","0","122","150","0","0","12"
"","6","Misto","3","75","1:21.1","18:38","1:48","1:43","36","134","148","26","9","13"
"","6.1","Stile libero","1","25","0:27.4","0:27.4","1:50","1:50","36","116","130","9","--","--"
"","6.2","Rana","1","25","0:25.8","0:53.2","1:43","1:43","34","139","146","8","--","--"
"","6.3","Stile libero","1","25","0:27.9","1:21.1","1:51","1:51","37","146","148","9","--","--"
"","","Riposo","0","0","0:24.5","19:03","0","0","0","138","145","0","0","4"
"","7","Stile libero","3","75","1:20.1","20:23","1:47","1:43","35","136","145","26","9","13"
"","7.1","Stile libero","1","25","0:27.1","0:27.1","1:48","1:48","36","127","134","9","--","--"
"","7.2","Stile libero","1","25","0:27.3","0:54.4","1:49","1:49","36","138","143","9","--","--"
"","7.3","Stile libero","1","25","0:25.7","1:20.1","1:43","1:43","34","143","144","8","--","--"
"","","Riposo","0","0","0:25.6","20:49","0","0","0","142","147","0","0","5"
"","8","Misto","3","75","1:21.3","22:10","1:48","1:48","36","140","147","28","9","13"
"","8.1","Stile libero","1","25","0:27.2","0:27.2","1:49","1:49","36","134","141","9","--","--"
"","8.2","Rana","1","25","0:26.9","0:54.1","1:48","1:48","37","141","144","10","--","--"
"","8.3","Rana","1","25","0:27.2","1:21.3","1:49","1:49","36","144","147","9","--","--"
"","","Riposo","0","0","0:24.5","22:34","0","0","0","145","148","0","0","5"
"","9","Stile libero","3","75","1:20.5","23:55","1:47","1:44","36","144","150","28","9","14"
"","9.1","Stile libero","1","25","0:26.8","0:26.8","1:47","1:47","36","138","140","9","--","--"
"","9.2","Stile libero","1","25","0:27.6","0:54.4","1:50","1:50","38","144","149","10","--","--"
"","9.3","Stile libero","1","25","0:26.1","1:20.5","1:44","1:44","35","150","150","9","--","--"
"","","Riposo","0","0","0:25.8","24:21","0","0","0","146","150","0","0","5"
"","10","Stile libero","3","75","1:22.4","25:43","1:50","1:48","37","144","151","30","10","15"
"","10.1","Stile libero","1","25","0:28","0:28","1:52","1:52","38","137","142","10","--","--"
"","10.2","Stile libero","1","25","0:26.9","0:54.9","1:48","1:48","37","145","149","10","--","--"
"","10.3","Stile libero","1","25","0:27.5","1:22.4","1:50","1:50","38","150","151","10","--","--"
"","","Riposo","0","0","0:25.5","26:09","0","0","0","148","152","0","0","5"
"","11","Stile libero","3","75","1:20.2","27:29","1:47","1:44","36","144","150","29","10","14"
"","11.1","Stile libero","1","25","0:25.9","0:25.9","1:44","1:44","35","135","143","9","--","--"
"","11.2","Stile libero","1","25","0:27.5","0:53.4","1:50","1:50","38","145","149","10","--","--"
"","11.3","Stile libero","1","25","0:26.8","1:20.2","1:47","1:47","37","149","150","10","--","--"
"","","Riposo","0","0","0:05.8","27:35","0","0","0","149","149","0","0","1"
"","","Riposo","0","0","0:06.0","27:41","0","0","0","146","148","0","0","1"
"","","Riposo","0","0","1:03.5","28:44","0","0","0","122","144","0","0","6"
"","12","Dorso","2","50","1:02.9","29:47","2:06","1:52","42","132","147","22","11","8"
"","12.1","Dorso","1","25","0:28.1","0:28.1","1:52","1:52","39","119","135","11","--","--"
"","12.2","Dorso","1","25","0:34.7","1:02.9","2:19","2:19","46","141","147","11","--","--"
"","","Riposo","0","0","0:17.4","30:04","0","0","0","145","148","0","0","3"
"","13","Dorso","2","50","1:03.9","31:08","2:08","1:55","44","145","152","25","13","12"
"","13.1","Dorso","1","25","0:28.9","0:28.9","1:55","1:55","41","140","146","12","--","--"
"","13.2","Dorso","1","25","0:35.0","1:03.9","2:20","2:20","48","149","152","13","--","--"
"","","Riposo","0","0","0:17.7","31:26","0","0","0","151","154","0","0","3"
"","14","Dorso","2","50","1:00.8","32:27","2:02","1:56","42","144","150","24","12","11"
"","14.1","Dorso","1","25","0:31.9","0:31.9","2:08","2:08","44","141","144","12","--","--"
"","14.2","Dorso","1","25","0:28.9","1:00.8","1:56","1:56","41","147","149","12","--","--"
"","","Riposo","0","0","0:22.6","32:49","0","0","0","154","158","0","0","5"
"","15","Dorso","2","50","0:59.3","33:49","1:59","1:57","41","146","157","23","12","11"
"","15.1","Dorso","1","25","0:30.1","0:30.1","2:00","2:00","42","143","147","12","--","--"
"","15.2","Dorso","1","25","0:29.2","0:59.3","1:57","1:57","40","149","153","11","--","--"
"","","Riposo","0","0","1:18.0","35:07","0","0","0","131","159","0","0","10"
"","16","Misto","2","50","1:46.7","36:53","2:18","1:53","45","119","131","22","11","8"
"","16.1","Stile libero","1","25","0:28.3","0:28.3","1:53","1:53","37","115","127","9","--","--"
"","16.2","Rana","1","25","0:40.7","1:08.9","2:43","2:43","54","125","131","13","--","--"
"","16.3","--","1","--","0:37.8","1:46.7","--","--","--","115","126","--","--","--"
"","","Riposo","0","0","0:03.1","36:56","0","0","0","103","103","0","0","0"
"","17","Rana","2","50","0:59.7","37:56","1:59","1:58","40","119","130","20","10","5"
"","17.1","Rana","1","25","0:30.3","0:30.3","2:01","2:01","40","111","123","10","--","--"
"","17.2","Rana","1","25","0:29.4","0:59.7","1:58","1:58","39","126","130","10","--","--"
"","","Riposo","0","0","0:16.9","38:13","0","0","0","124","130","0","0","2"
"","18","Rana","2","50","1:05.3","39:18","2:11","2:09","53","133","150","40","20","8"
"","18.1","Rana","1","25","0:32.1","0:32.1","2:09","2:09","51","121","138","19","--","--"
"","18.2","Rana","1","25","0:33.1","1:05.3","2:13","2:13","54","143","148","21","--","--"
"","","Riposo","0","0","0:38.2","39:57","0","0","0","139","152","0","0","6"
"","19","Misto","8","200","5:55.5","45:52","2:58","2:04","57","122","136","103","13","30"
"","19.1","Rana","1","25","0:31","0:31","2:04","2:04","42","120","129","11","--","--"
"","19.2","Dorso","1","25","0:37.3","1:08.3","2:29","2:29","49","128","133","12","--","--"
"","19.3","Rana","1","25","0:44.4","1:52.7","2:58","2:58","57","125","136","13","--","--"
"","19.4","Stile libero","1","25","0:33.2","2:25.9","2:13","2:13","44","116","119","11","--","--"
"","19.5","Rana","1","25","0:42.4","3:08.2","2:49","2:49","54","115","117","12","--","--"
"","19.6","Rana","1","25","0:40.3","3:48.6","2:41","2:41","51","118","122","11","--","--"
"","19.7","Dorso","1","25","0:46.6","4:35.1","3:06","3:06","63","125","132","16","--","--"
"","19.8","Rana","1","25","1:20.4","5:55.5","5:22","5:22","97","126","134","17","--","--"
"","Riepilogo","--","64","1,600","45:52","45:52","2:10","1:24","44","131","159","710","11","388"
