"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","","Riposo","0","0","0:18.3","15:23","0","0","0","133","135","0","0","3"
"","5","Rana","1","25","0:59.1","16:22","3:56","3:56","63","133","140","4","4","9"
"","5.1","Rana","1","25","0:59.1","0:59.1","3:56","3:56","63","133","140","4","--","--"
"","","Riposo","0","0","0:22.4","16:45","0","0","0","137","141","0","0","4"
"","6","Rana","2","50","1:02.1","17:47","2:04","1:36","39","128","133","15","8","8"
"","6.1","Rana","1","25","0:24.1","0:24.1","1:36","1:36","28","124","130","4","--","--"
"","6.2","Rana","1","25","0:38.0","1:02.1","2:32","2:32","49","130","133","11","--","--"
"","","Riposo","0","0","0:19.0","18:06","0","0","0","134","135","0","0","3"
"","7","Rana","2","50","0:59.2","19:05","1:58","1:24","37","131","140","15","8","8"
"","7.1","Rana","1","25","0:38.2","0:38.2","2:33","2:33","48","128","137","10","--","--"
"","7.2","Rana","1","25","0:21.0","0:59.2","1:24","1:24","26","137","140","5","--","--"
"","","Riposo","0","0","0:20.9","19:26","0","0","0","137","142","0","0","4"
"","8","Stile libero","2","50","0:55.6","20:21","1:51","1:37","35","133","139","15","8","9"
"","8.1","Stile libero","1","25","0:31.4","0:31.4","2:06","2:06","39","129","137","8","--","--"
"","8.2","Stile libero","1","25","0:24.2","0:55.6","1:37","1:37","31","137","139","7","--","--"
"","","Riposo","0","0","0:21.4","20:43","0","0","0","138","141","0","0","4"
"","9","Stile libero","2","50","0:47.1","21:30","1:34","1:17","31","137","147","14","7","7"
"","9.1","Stile libero","1","25","0:27.8","0:27.8","1:51","1:51","36","131","143","8","--","--"
"","9.2","Stile libero","1","25","0:19.3","0:47.1","1:17","1:17","25","146","147","6","--","--"
"","","Riposo","0","0","1:32.5","23:02","0","0","0","125","144","0","0","11"
"","10","Stile libero","8","200","3:51.2","26:54","1:56","1:42","40","148","159","92","12","43"
"","10.1","Stile libero","1","25","0:28.6","0:28.6","1:55","1:55","39","122","136","10","--","--"
"","10.2","Stile libero","1","25","0:26.2","0:54.8","1:45","1:45","37","138","142","11","--","--"
"","10.3","Stile libero","1","25","0:30.3","1:25.1","2:01","2:01","42","145","147","12","--","--"
"","10.4","Stile libero","1","25","0:25.6","1:50.6","1:42","1:42","36","148","154","10","--","--"
"","10.5","Stile libero","1","25","0:29.6","2:20.2","1:58","1:58","42","156","157","12","--","--"
"","10.6","Stile libero","1","25","0:29.9","2:50.1","1:59","1:59","42","156","159","12","--","--"
"","10.7","Stile libero","1","25","0:30.8","3:20.9","2:03","2:03","44","157","158","13","--","--"
"","10.8","Stile libero","1","25","0:30.3","3:51.2","2:01","2:01","42","157","158","12","--","--"
"","","Riposo","0","0","0:40.5","27:34","0","0","0","147","158","0","0","8"
"","11","Stile libero","8","200","3:58.7","31:33","1:59","1:49","42","148","157","101","13","46"
"","11.1","Stile libero","1","25","0:27.3","0:27.3","1:49","1:49","38","134","144","11","--","--"
"","11.2","Stile libero","1","25","0:30.6","0:57.9","2:03","2:03","44","148","149","13","--","--"
"","11.3","Stile libero","1","25","0:31.1","1:29.0","2:04","2:04","45","149","152","14","--","--"
"","11.4","Stile libero","1","25","0:30.9","1:59.9","2:03","2:03","44","154","156","13","--","--"
"","11.5","Stile libero","1","25","0:28.2","2:28.1","1:53","1:53","41","149","155","13","--","--"
"","11.6","Stile libero","1","25","0:32.9","3:00.9","2:12","2:12","46","145","155","13","--","--"
"","11.7","Stile libero","1","25","0:29.4","3:30.3","1:58","1:58","41","144","156","12","--","--"
"","11.8","Stile libero","1","25","0:28.4","3:58.7","1:54","1:54","40","156","157","12","--","--"
"","","Riposo","0","0","0:47.3","32:20","0","0","0","144","156","0","0","8"
"","12","Stile libero","8","200","4:04.2","36:24","2:02","1:44","43","143","156","102","13","40"
"","12.1","Stile libero","1","25","0:33.1","0:33.1","2:12","2:12","46","131","143","13","--","--"
"","12.2","Stile libero","1","25","0:28.6","1:01.7","1:54","1:54","41","146","152","12","--","--"
"","12.3","Stile libero","1","25","0:25.9","1:27.6","1:44","1:44","37","124","126","11","--","--"
"","12.4","Stile libero","1","25","0:35.6","2:03.2","2:22","2:22","51","135","153","15","--","--"
"","12.5","Stile libero","1","25","0:26.9","2:30.1","1:48","1:48","39","150","155","12","--","--"
"","12.6","Stile libero","1","25","0:31.8","3:01.8","2:07","2:07","45","154","156","13","--","--"
"","12.7","Stile libero","1","25","0:32.3","3:34.1","2:09","2:09","46","153","154","14","--","--"
"","12.8","Stile libero","1","25","0:30.1","4:04.2","2:01","2:01","42","152","154","12","--","--"
"","","Riposo","0","0","0:50.3","37:15","0","0","0","141","155","0","0","8"
"","13","Stile libero","8","200","4:09.8","41:24","2:05","1:54","44","146","157","104","13","42"
"","13.1","Stile libero","1","25","0:28.5","0:28.5","1:54","1:54","40","129","132","11","--","--"
"","13.2","Stile libero","1","25","0:28.5","0:57","1:54","1:54","41","128","132","12","--","--"
"","13.3","Stile libero","1","25","0:32.6","1:29.6","2:10","2:10","46","142","154","13","--","--"
"","13.4","Stile libero","1","25","0:33.7","2:03.2","2:15","2:15","48","154","155","14","--","--"
"","13.5","Stile libero","1","25","0:30.7","2:33.9","2:03","2:03","44","155","156","13","--","--"
"","13.6","Stile libero","1","25","0:34.5","3:08.4","2:18","2:18","50","154","157","15","--","--"
"","13.7","Stile libero","1","25","0:29.3","3:37.7","1:57","1:57","42","152","154","13","--","--"
"","13.8","Stile libero","1","25","0:32.1","4:09.8","2:09","2:09","45","154","156","13","--","--"
"","","Riposo","0","0","0:50.9","42:15","0","0","0","140","156","0","0","8"
"","14","Stile libero","8","200","4:08.2","46:24","2:04","1:37","44","138","154","106","13","32"
"","14.1","Stile libero","1","25","0:32.1","0:32.1","2:09","2:09","45","126","138","13","--","--"
"","14.2","Stile libero","1","25","0:30.4","1:02.5","2:02","2:02","44","141","147","14","--","--"
"","14.3","Stile libero","1","25","0:31.7","1:34.2","2:07","2:07","46","149","151","14","--","--"
"","14.4","Stile libero","1","25","0:30.1","2:04.3","2:00","2:00","43","151","152","13","--","--"
"","14.5","Stile libero","1","25","0:36.6","2:40.9","2:26","2:26","51","144","153","14","--","--"
"","14.6","Stile libero","1","25","0:31.6","3:12.4","2:06","2:06","46","136","153","14","--","--"
"","14.7","Stile libero","1","25","0:24.4","3:36.8","1:37","1:37","35","126","129","11","--","--"
"","14.8","Stile libero","1","25","0:31.4","4:08.2","2:06","2:06","44","130","135","13","--","--"
"","","Riposo","0","0","0:47.6","47:11","0","0","0","133","144","0","0","5"
"","Riepilogo","--","72","1,800","47:11","47:11","2:07","0:55","43","136","160","841","12","443"
