"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","8.1","Stile libero","1","25","0:28.7","0:28.7","1:55","1:55","40","137","144","11","--","--"
"","8.2","Stile libero","1","25","0:27.4","0:56.1","1:50","1:50","37","147","149","10","--","--"
"","8.3","Stile libero","1","25","0:28.9","1:25.0","1:55","1:55","40","152","155","11","--","--"
"","8.4","Stile libero","1","25","0:27.9","1:52.9","1:51","1:51","38","154","156","10","--","--"
"","","Riposo","0","0","0:27.1","30:37","0","0","0","148","154","0","0","6"
"","9","Stile libero","4","100","1:55.4","32:32","1:55","1:51","40","149","156","43","11","22"
"","9.1","Stile libero","1","25","0:27.7","0:27.7","1:51","1:51","38","139","148","10","--","--"
"","9.2","Stile libero","1","25","0:29.3","0:56.9","1:57","1:57","40","152","156","11","--","--"
"","9.3","Stile libero","1","25","0:29.8","1:26.7","1:59","1:59","41","152","153","11","--","--"
"","9.4","Stile libero","1","25","0:28.6","1:55.4","1:55","1:55","40","153","155","11","--","--"
"","","Riposo","0","0","0:27.3","33:00","0","0","0","146","152","0","0","5"
"","10","Stile libero","4","100","1:54.1","34:54","1:54","1:50","39","146","156","43","11","21"
"","10.1","Stile libero","1","25","0:29.3","0:29.3","1:57","1:57","41","134","140","12","--","--"
"","10.2","Stile libero","1","25","0:27.6","0:56.9","1:50","1:50","38","145","152","10","--","--"
"","10.3","Stile libero","1","25","0:29.6","1:26.5","1:58","1:58","41","151","156","11","--","--"
"","10.4","Stile libero","1","25","0:27.6","1:54.1","1:50","1:50","38","155","156","10","--","--"
"","","Riposo","0","0","0:27.7","35:21","0","0","0","151","154","0","0","6"
"","11","Stile libero","4","100","1:56.9","37:18","1:57","1:54","40","146","152","44","11","21"
"","11.1","Stile libero","1","25","0:29.1","0:29.1","1:57","1:57","40","140","143","11","--","--"
"","11.2","Stile libero","1","25","0:29.3","0:58.4","1:57","1:57","40","145","149","11","--","--"
"","11.3","Stile libero","1","25","0:30.1","1:28.5","2:00","2:00","41","147","150","11","--","--"
"","11.4","Stile libero","1","25","0:28.4","1:56.9","1:54","1:54","39","150","152","11","--","--"
"","","Riposo","0","0","0:34.3","37:53","0","0","0","144","153","0","0","6"
"","12","Stile libero","4","100","1:53.6","39:46","1:54","1:48","39","147","154","42","11","21"
"","12.1","Stile libero","1","25","0:29.4","0:29.4","1:58","1:58","39","137","144","10","--","--"
"","12.2","Stile libero","1","25","0:28.2","0:57.6","1:53","1:53","39","145","150","11","--","--"
"","12.3","Stile libero","1","25","0:29","1:26.6","1:56","1:56","40","152","153","11","--","--"
"","12.4","Stile libero","1","25","0:27.1","1:53.6","1:48","1:48","37","153","154","10","--","--"
"","","Riposo","0","0","1:04.1","40:50","0","0","0","135","155","0","0","9"
"","13","Misto","13","325","8:43.1","49:33","2:31","1:25","52","135","149","191","15","64"
"","13.1","Rana","1","25","0:41.1","0:41.1","2:44","2:44","63","127","142","22","--","--"
"","13.2","Rana","1","25","0:21.1","1:02.2","1:25","1:25","28","136","145","7","--","--"
"","13.3","Dorso","1","25","0:22.6","1:24.7","1:30","1:30","31","128","133","8","--","--"
"","13.4","Rana","1","25","0:37.3","2:02.1","2:29","2:29","57","134","140","20","--","--"
"","13.5","Dorso","1","25","0:46.3","2:48.3","3:05","3:05","62","139","147","16","--","--"
"","13.6","Rana","1","25","0:37.8","3:26.1","2:31","2:31","60","139","142","22","--","--"
"","13.7","Dorso","1","25","0:50.8","4:16.8","3:23","3:23","66","138","149","15","--","--"
"","13.8","Rana","1","25","0:51.9","5:08.7","3:27","3:27","77","134","139","25","--","--"
"","13.9","Dorso","1","25","0:44.1","5:52.8","2:56","2:56","58","137","149","14","--","--"
"","13.10","Rana","1","25","0:35.1","6:27.9","2:20","2:20","45","135","141","10","--","--"
"","13.11","Stile libero","1","25","0:32.6","7:00.5","2:10","2:10","43","131","133","10","--","--"
"","13.12","Rana","1","25","0:33.8","7:34.3","2:15","2:15","44","132","134","10","--","--"
"","13.13","Stile libero","1","25","0:36.3","8:10.6","2:25","2:25","48","136","138","12","--","--"
"","13.14","--","1","--","0:32.6","8:43.1","--","--","--","133","137","--","--","--"
"","","Riposo","0","0","0:05.7","49:39","0","0","0","121","122","0","0","0"
"","Riepilogo","--","64","1,600","49:39","49:39","2:13","1:25","45","134","159","753","12","453"
