"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","","Riposo","0","0","0:15.4","21:27","0","0","0","134","137","0","0","2"
"","9","Rana","2","50","0:58.6","22:25","1:57","1:57","39","134","142","19","10","8"
"","9.1","Rana","1","25","0:29.5","0:29.5","1:58","1:58","40","131","135","10","--","--"
"","9.2","Rana","1","25","0:29.1","0:58.6","1:57","1:57","38","137","142","9","--","--"
"","","Riposo","0","0","0:16.8","22:42","0","0","0","138","141","0","0","3"
"","10","Rana","2","50","0:56.7","23:39","1:53","1:42","38","139","144","19","10","9"
"","10.1","Rana","1","25","0:31.1","0:31.1","2:05","2:05","42","137","143","11","--","--"
"","10.2","Rana","1","25","0:25.6","0:56.7","1:42","1:42","34","141","144","8","--","--"
"","","Riposo","0","0","1:18.1","24:57","0","0","0","124","141","0","0","9"
"","11","Stile libero","4","100","1:54.0","26:51","1:54","1:51","39","142","155","41","10","19"
"","11.1","Stile libero","1","25","0:28.2","0:28.2","1:53","1:53","38","123","137","10","--","--"
"","11.2","Stile libero","1","25","0:27.8","0:56.0","1:51","1:51","38","142","153","10","--","--"
"","11.3","Stile libero","1","25","0:29.5","1:25.5","1:58","1:58","41","151","155","11","--","--"
"","11.4","Stile libero","1","25","0:28.5","1:54.0","1:54","1:54","39","150","151","10","--","--"
"","","Riposo","0","0","0:20.4","27:11","0","0","0","148","150","0","0","4"
"","12","Misto","4","100","1:59.9","29:11","2:00","1:57","41","150","157","44","11","24"
"","12.1","Stile libero","1","25","0:29.4","0:29.4","1:58","1:58","39","143","149","10","--","--"
"","12.2","Rana","1","25","0:30.2","0:59.6","2:01","2:01","41","150","154","11","--","--"
"","12.3","Stile libero","1","25","0:31.1","1:30.6","2:04","2:04","43","151","154","12","--","--"
"","12.4","Stile libero","1","25","0:29.3","1:59.9","1:57","1:57","40","155","157","11","--","--"
"","","Riposo","0","0","0:16.1","29:27","0","0","0","152","156","0","0","3"
"","13","Stile libero","4","100","1:58.9","31:26","1:59","1:57","41","149","154","44","11","23"
"","13.1","Stile libero","1","25","0:29.4","0:29.4","1:58","1:58","39","144","148","10","--","--"
"","13.2","Stile libero","1","25","0:30.4","0:59.8","2:02","2:02","42","148","151","12","--","--"
"","13.3","Stile libero","1","25","0:29.3","1:29.1","1:57","1:57","40","153","154","11","--","--"
"","13.4","Stile libero","1","25","0:29.8","1:58.9","1:59","1:59","41","150","153","11","--","--"
"","","Riposo","0","0","0:18.7","31:45","0","0","0","150","152","0","0","4"
"","14","Misto","4","100","2:01.0","33:46","2:01","1:58","42","149","154","46","12","24"
"","14.1","Stile libero","1","25","0:29.5","0:29.5","1:58","1:58","41","143","146","11","--","--"
"","14.2","Rana","1","25","0:30.4","0:59.9","2:02","2:02","41","148","151","11","--","--"
"","14.3","Stile libero","1","25","0:30.6","1:30.4","2:02","2:02","43","151","152","12","--","--"
"","14.4","Stile libero","1","25","0:30.5","2:01.0","2:02","2:02","43","153","154","12","--","--"
"","","Riposo","0","0","1:23.4","35:09","0","0","0","129","155","0","0","9"
"","15","Stile libero","3","75","1:23.0","36:32","1:51","1:48","38","135","147","32","11","11"
"","15.1","Stile libero","1","25","0:26.9","0:26.9","1:48","1:48","37","121","129","10","--","--"
"","15.2","Stile libero","1","25","0:28.4","0:55.3","1:54","1:54","39","138","144","11","--","--"
"","15.3","Stile libero","1","25","0:27.7","1:23.0","1:51","1:51","39","143","147","11","--","--"
"","","Riposo","0","0","0:19.5","36:52","0","0","0","152","156","0","0","4"
"","16","Stile libero","3","75","1:25.8","38:18","1:54","1:52","39","153","159","32","11","18"
"","16.1","Stile libero","1","25","0:28","0:28","1:52","1:52","38","145","152","10","--","--"
"","16.2","Stile libero","1","25","0:29.6","0:57.6","1:58","1:58","41","155","159","11","--","--"
"","16.3","Stile libero","1","25","0:28.2","1:25.8","1:53","1:53","39","157","158","11","--","--"
"","","Riposo","0","0","0:19.4","38:37","0","0","0","155","157","0","0","4"
"","17","Misto","3","75","1:25.4","40:03","1:54","1:52","39","151","156","31","10","17"
"","17.1","Stile libero","1","25","0:28.8","0:28.8","1:55","1:55","40","148","150","11","--","--"
"","17.2","Stile libero","1","25","0:28.6","0:57.4","1:54","1:54","39","151","153","10","--","--"
"","17.3","Rana","1","25","0:28.0","1:25.4","1:52","1:52","38","154","156","10","--","--"
"","","Riposo","0","0","0:24.5","40:27","0","0","0","155","157","0","0","5"
"","18","Stile libero","3","75","1:24.5","41:51","1:53","1:46","39","151","158","34","11","16"
"","18.1","Stile libero","1","25","0:28.3","0:28.3","1:53","1:53","40","147","149","12","--","--"
"","18.2","Stile libero","1","25","0:29.6","0:57.9","1:58","1:58","41","151","154","11","--","--"
"","18.3","Stile libero","1","25","0:26.5","1:24.5","1:46","1:46","38","156","158","11","--","--"
"","","Riposo","0","0","1:35.2","43:27","0","0","0","129","157","0","0","10"
"","19","Farfalla","1","25","0:21.0","43:48","1:24","1:24","28","116","124","7","7","1"
"","19.1","Farfalla","1","25","0:21.0","0:21.0","1:24","1:24","28","116","124","7","--","--"
"","","Riposo","0","0","0:38.7","44:26","0","0","0","128","143","0","0","4"
"","20","Farfalla","1","25","0:20.5","44:47","1:22","1:22","28","130","135","8","8","2"
"","20.1","Farfalla","1","25","0:20.5","0:20.5","1:22","1:22","28","129","133","8","--","--"
"","","Riposo","0","0","0:40.0","45:27","0","0","0","141","149","0","0","6"
"","21","Farfalla","1","25","0:19.7","45:47","1:19","1:19","28","134","139","8","8","2"
"","21.1","Farfalla","1","25","0:19.7","0:19.7","1:19","1:19","28","133","138","8","--","--"
"","","Riposo","0","0","0:41.2","46:28","0","0","0","148","157","0","0","8"
"","22","Farfalla","1","25","0:19.5","46:47","1:18","1:18","28","140","146","8","8","3"
"","22.1","Farfalla","1","25","0:19.5","0:19.5","1:18","1:18","28","140","145","8","--","--"
"","","Riposo","0","0","0:48.1","47:35","0","0","0","142","149","0","0","8"
"","23","Misto","6","150","4:24.4","52:00","2:56","2:10","58","134","162","86","14","31"
"","23.1","Stile libero","1","25","0:35.4","0:35.4","2:21","2:21","46","125","131","11","--","--"
"","23.2","Rana","1","25","0:32.4","1:07.8","2:10","2:10","43","134","137","11","--","--"
"","23.3","Rana","1","25","0:42.9","1:50.6","2:52","2:52","57","137","140","14","--","--"
"","23.4","Rana","1","25","0:41.8","2:32.4","2:47","2:47","63","122","135","21","--","--"
"","23.5","Dorso","1","25","0:44.2","3:16.6","2:57","2:57","57","134","140","13","--","--"
"","23.6","Dorso","1","25","1:07.8","4:24.4","4:31","4:31","84","146","162","16","--","--"
"","Riepilogo","--","74","1,850","52:00","52:00","2:04","1:18","42","138","162","793","11","500"
