"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","7.1","Dorso","1","25","0:40.3","0:40.3","2:41","2:41","58","128","136","18","--","--"
"","7.2","Dorso","1","25","0:48.3","1:28.6","3:13","3:13","61","127","135","13","--","--"
"","","Riposo","0","0","0:25.4","17:01","0","0","0","118","129","0","0","3"
"","8","Rana","1","25","0:27.3","17:28","1:49","1:49","36","122","144","9","9","3"
"","8.1","Rana","1","25","0:27.3","0:27.3","1:49","1:49","36","114","120","9","--","--"
"","","Riposo","0","0","0:16.6","17:45","0","0","0","138","145","0","0","3"
"","9","Dorso","1","25","0:22.0","18:07","1:28","1:28","30","122","133","8","8","4"
"","9.1","Dorso","1","25","0:22.0","0:22.0","1:28","1:28","30","130","141","8","--","--"
"","","Riposo","0","0","0:32.6","18:39","0","0","0","124","131","0","0","4"
"","10","Rana","1","25","0:18.3","18:58","1:13","1:13","25","132","137","7","7","4"
"","10.1","Rana","1","25","0:18.3","0:18.3","1:13","1:13","25","123","127","7","--","--"
"","","Riposo","0","0","0:34.1","19:32","0","0","0","128","137","0","0","4"
"","11","Rana","1","25","0:25.9","19:58","1:44","1:44","37","132","134","11","11","4"
"","11.1","Rana","1","25","0:25.9","0:25.9","1:44","1:44","37","128","132","11","--","--"
"","","Riposo","0","0","0:38.6","20:36","0","0","0","124","135","0","0","5"
"","12","Dorso","1","25","0:26.1","21:02","1:44","1:44","37","119","122","11","11","4"
"","12.1","Dorso","1","25","0:26.1","0:26.1","1:44","1:44","37","118","122","11","--","--"
"","","Riposo","0","0","0:25.4","21:28","0","0","0","119","131","0","0","2"
"","13","Rana","1","25","0:32.1","22:00","2:08","2:08","48","142","148","16","16","6"
"","13.1","Rana","1","25","0:32.1","0:32.1","2:08","2:08","48","133","146","16","--","--"
"","","Riposo","0","0","0:27.9","22:28","0","0","0","132","141","0","0","4"
"","14","Rana","1","25","0:43.7","23:11","2:55","2:55","61","146","153","17","17","9"
"","14.1","Rana","1","25","0:43.7","0:43.7","2:55","2:55","61","144","153","17","--","--"
"","","Riposo","0","0","0:17.5","23:29","0","0","0","122","134","0","0","2"
"","15","Stile libero","2","50","1:00.6","24:30","2:01","1:37","41","129","137","22","11","9"
"","15.1","Stile libero","1","25","0:36.3","0:36.3","2:25","2:25","49","124","132","13","--","--"
"","15.2","Stile libero","1","25","0:24.3","1:00.6","1:37","1:37","33","130","137","9","--","--"
"","","Riposo","0","0","0:21.1","24:51","0","0","0","123","127","0","0","2"
"","16","Stile libero","1","25","0:38.5","25:29","2:34","2:34","50","126","130","12","12","4"
"","16.1","Stile libero","1","25","0:38.5","0:38.5","2:34","2:34","50","125","130","12","--","--"
"","","Riposo","0","0","0:07.7","25:37","0","0","0","123","125","0","0","2"
"","17","Stile libero","3","75","1:24.6","27:01","1:53","1:41","38","124","128","29","10","11"
"","17.1","Stile libero","1","25","0:28.3","0:28.3","1:53","1:53","38","123","125","10","--","--"
"","17.2","Stile libero","1","25","0:31.1","0:59.4","2:05","2:05","42","124","127","11","--","--"
"","17.3","Stile libero","1","25","0:25.3","1:24.6","1:41","1:41","33","125","127","8","--","--"
"","","Riposo","0","0","0:20.9","27:22","0","0","0","116","121","0","0","2"
"","18","Misto","3","75","1:13.4","28:36","1:38","1:05","33","127","142","26","9","9"
"","18.1","Rana","1","25","0:16.2","0:16.2","1:05","1:05","22","116","121","6","--","--"
"","18.2","Dorso","1","25","0:22.1","0:38.3","1:28","1:28","31","110","112","9","--","--"
"","18.3","Dorso","1","25","0:35.1","1:13.4","2:20","2:20","46","132","142","11","--","--"
"","","Riposo","0","0","0:22.7","28:58","0","0","0","140","143","0","0","2"
"","19","Dorso","1","25","0:25.6","29:24","1:42","1:42","38","140","143","12","12","7"
"","19.1","Dorso","1","25","0:25.6","0:25.6","1:42","1:42","38","142","143","12","--","--"
"","","Riposo","0","0","0:22.3","29:46","0","0","0","123","132","0","0","1"
"","20","Stile libero","1","25","0:25.1","30:11","1:40","1:40","33","120","125","8","8","5"
"","20.1","Stile libero","1","25","0:25.1","0:25.1","1:40","1:40","33","118","119","8","--","--"
"","","Riposo","0","0","0:20.8","30:32","0","0","0","117","117","0","0","1"
"","","Riposo","0","0","36:24:32","36:55:04","0","0","0","114","116","0","0","1"
"","21","Sconosciuto","0","0","0:08.3","36:55:12","0","0","0","114","116","0","0","1"
"","21.1","--","1","--","36:24:32","36:24:32","--","--","--","127","162","--","--","--"
"","21.2","--","1","--","0:08.3","36:24:40","--","--","--","115","116","--","--","--"
"","22","Stile libero","1","25","0:33.6","36:55:46","2:15","2:15","44","107","119","10","10","2"
"","22.1","Stile libero","1","25","0:33.6","0:33.6","2:15","2:15","44","107","119","10","--","--"
"","","Riposo","0","0","0:07.8","36:55:54","0","0","0","122","127","0","0","1"
"","23","Stile libero","1","25","0:28.5","36:56:22","1:54","1:54","37","123","128","8","8","3"
"","23.1","Stile libero","1","25","0:28.5","0:28.5","1:54","1:54","37","123","128","8","--","--"
"","","Riposo","0","0","0:25.7","36:56:48","0","0","0","124","129","0","0","3"
"","24","Rana","1","25","0:31.6","36:57:20","2:06","2:06","45","110","119","13","13","2"
"","24.1","Rana","1","25","0:31.6","0:31.6","2:06","2:06","45","110","119","13","--","--"
"","","Riposo","0","0","0:17.8","36:57:37","0","0","0","113","116","0","0","1"
"","25","Stile libero","1","25","0:29.4","36:58:07","1:58","1:58","39","123","134","10","10","3"
"","25.1","Stile libero","1","25","0:29.4","0:29.4","1:58","1:58","39","123","134","10","--","--"
"","","Riposo","0","0","0:43.9","36:58:51","0","0","0","119","134","0","0","5"
"","26","Stile libero","2","50","0:51.1","36:59:42","1:42","1:35","37","113","125","23","12","4"
"","26.1","Stile libero","1","25","0:27.3","0:27.3","1:49","1:49","39","105","116","12","--","--"
"","26.2","Stile libero","1","25","0:23.8","0:51.1","1:35","1:35","35","121","125","11","--","--"
"","","Riposo","0","0","0:41.6","37:00:23","0","0","0","130","142","0","0","6"
"","27","Stile libero","2","50","0:43.3","37:01:07","1:27","1:07","34","128","136","24","12","7"
"","27.1","Stile libero","1","25","0:26.6","0:26.6","1:46","1:46","39","121","132","12","--","--"
"","27.2","Stile libero","1","25","0:16.7","0:43.3","1:07","1:07","29","133","135","12","--","--"
"","","Riposo","0","0","0:08.0","37:01:15","0","0","0","136","136","0","0","1"
"","","Riposo","0","0","0:50.4","37:02:05","0","0","0","128","137","0","0","7"
"","28","Stile libero","2","50","0:50.2","37:02:55","1:40","1:31","36","135","151","22","11","8"
"","28.1","Stile libero","1","25","0:27.4","0:27.4","1:50","1:50","38","128","140","11","--","--"
"","28.2","Stile libero","1","25","0:22.8","0:50.2","1:31","1:31","34","145","151","11","--","--"
"","","Riposo","0","0","0:49.4","37:03:45","0","0","0","136","152","0","0","8"
"","29","Stile libero","2","50","0:49.4","37:04:34","1:39","1:22","36","132","146","23","12","7"
"","29.1","Stile libero","1","25","0:28.8","0:28.8","1:55","1:55","41","125","136","12","--","--"
"","29.2","Stile libero","1","25","0:20.6","0:49.4","1:22","1:22","32","140","146","11","--","--"
"","","Riposo","0","0","1:16.0","37:05:50","0","0","0","130","149","0","0","10"
"","30","Stile libero","2","50","0:47.1","37:06:37","1:34","1:27","34","127","135","21","11","6"
"","30.1","Stile libero","1","25","0:25.4","0:25.4","1:42","1:42","35","122","132","10","--","--"
"","30.2","Stile libero","1","25","0:21.7","0:47.1","1:27","1:27","33","133","135","11","--","--"
"","","Riposo","0","0","0:52.2","37:07:29","0","0","0","131","138","0","0","7"
"","31","Stile libero","2","50","0:46.1","37:08:16","1:32","1:20","35","132","147","23","12","6"
"","31.1","Stile libero","1","25","0:26.2","0:26.2","1:45","1:45","38","125","136","12","--","--"
"","31.2","Stile libero","1","25","0:19.9","0:46.1","1:20","1:20","31","140","145","11","--","--"
"","","Riposo","0","0","0:50.3","37:09:06","0","0","0","138","150","0","0","8"
"","32","Stile libero","2","50","0:49.7","37:09:56","1:39","1:33","36","127","139","23","12","6"
"","32.1","Stile libero","1","25","0:26.3","0:26.3","1:45","1:45","38","123","128","12","--","--"
"","32.2","Stile libero","1","25","0:23.4","0:49.7","1:33","1:33","34","131","138","11","--","--"
"","","Riposo","0","0","0:51.9","37:10:47","0","0","0","132","148","0","0","9"
"","33","Rana","1","25","0:28.2","37:11:16","1:53","1:53","45","144","162","17","17","5"
"","33.1","Rana","1","25","0:28.2","0:28.2","1:53","1:53","45","127","144","17","--","--"
"","","Riposo","0","0","0:15","37:11:31","0","0","0","150","159","0","0","3"
"","34","Misto","3","75","1:37.1","37:13:08","2:09","2:03","46","136","152","42","14","16"
"","34.1","Stile libero","1","25","0:30.6","0:30.6","2:03","2:03","43","149","155","12","--","--"
"","34.2","Dorso","1","25","0:35.1","1:05.7","2:20","2:20","48","127","131","13","--","--"
"","34.3","Rana","1","25","0:31.4","1:37.1","2:05","2:05","48","135","144","17","--","--"
"","","Riposo","0","0","0:53.3","37:14:01","0","0","0","118","141","0","0","4"
"","35","Misto","2","50","1:11.4","37:15:12","2:23","2:12","47","120","130","22","11","6"
"","35.1","Stile libero","1","25","0:33.1","0:33.1","2:12","2:12","44","118","130","11","--","--"
"","35.2","Rana","1","25","0:38.3","1:11.4","2:33","2:33","49","117","128","11","--","--"
"","","Riposo","0","0","0:26.9","37:15:39","0","0","0","125","130","0","0","3"
"","36","Rana","1","25","0:18.2","37:15:57","1:13","1:13","24","128","130","6","6","2"
"","36.1","Rana","1","25","0:18.2","0:18.2","1:13","1:13","24","125","126","6","--","--"
"","","Riposo","0","0","0:31.9","37:16:29","0","0","0","122","131","0","0","3"
"","37","Rana","1","25","0:30.7","37:17:00","2:03","2:03","43","119","135","12","12","2"
"","37.1","Rana","1","25","0:30.7","0:30.7","2:03","2:03","43","116","121","12","--","--"
"","","Riposo","0","0","0:20.7","37:17:21","0","0","0","128","134","0","0","2"
"","38","Dorso","1","25","0:27.6","37:17:48","1:50","1:50","40","133","139","12","12","4"
"","38.1","Dorso","1","25","0:27.6","0:27.6","1:50","1:50","40","130","139","12","--","--"
"","","Riposo","0","0","0:44.9","37:18:33","0","0","0","118","130","0","0","4"
"","39","Misto","2","50","1:03.4","37:19:37","2:07","1:22","43","118","135","22","11","4"
"","39.1","Rana","1","25","0:20.4","0:20.4","1:22","1:22","26","109","111","6","--","--"
"","39.2","Stile libero","1","25","0:43","1:03.4","2:52","2:52","59","117","130","16","--","--"
"","","Riposo","0","0","0:08.0","37:19:45","0","0","0","134","135","0","0","1"
"","","Riposo","0","0","0:05.0","37:19:50","0","0","0","130","131","0","0","0"
"","Riepilogo","--","72","1,800","55:17","55:17","1:59","1:05","41","125","162","824","11","442"
