"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","4.2","Rana","1","25","0:32.1","1:04.3","2:09","2:09","52","155","159","20","--","--"
"","4.3","Stile libero","1","25","0:32.8","1:37.1","2:11","2:11","46","154","161","13","--","--"
"","4.4","Stile libero","1","25","0:30.2","2:07.3","2:01","2:01","42","147","148","12","--","--"
"","","Riposo","0","0","0:34.8","24:40","0","0","0","144","149","0","0","7"
"","5","Misto","4","100","2:09.7","26:50","2:10","1:55","48","147","155","62","16","26"
"","5.1","Dorso","1","25","0:34.2","0:34.2","2:17","2:17","49","135","149","15","--","--"
"","5.2","Rana","1","25","0:32.6","1:06.7","2:10","2:10","54","151","154","21","--","--"
"","5.3","Stile libero","1","25","0:34.2","1:40.9","2:17","2:17","47","151","155","13","--","--"
"","5.4","Stile libero","1","25","0:28.8","2:09.7","1:55","1:55","42","151","153","13","--","--"
"","","Riposo","0","0","0:34.7","27:25","0","0","0","145","150","0","0","7"
"","6","Misto","4","100","2:07.5","29:32","2:08","1:52","47","150","161","59","15","26"
"","6.1","Dorso","1","25","0:37.2","0:37.2","2:29","2:29","54","138","154","17","--","--"
"","6.2","Rana","1","25","0:34.4","1:11.6","2:18","2:18","54","159","161","20","--","--"
"","6.3","Stile libero","1","25","0:28","1:39.6","1:52","1:52","39","156","161","11","--","--"
"","6.4","Stile libero","1","25","0:27.9","2:07.5","1:52","1:52","39","148","151","11","--","--"
"","","Riposo","0","0","0:42.1","30:14","0","0","0","141","150","0","0","8"
"","7","Stile libero","8","200","4:46.7","35:01","2:23","1:58","50","128","135","111","14","33"
"","7.1","Stile libero","1","25","0:36.8","0:36.8","2:27","2:27","52","128","131","15","--","--"
"","7.2","Stile libero","1","25","0:38.4","1:15.2","2:34","2:34","53","126","129","15","--","--"
"","7.3","Stile libero","1","25","0:35","1:50.2","2:20","2:20","49","127","130","14","--","--"
"","7.4","Stile libero","1","25","0:34.1","2:24.2","2:16","2:16","47","128","135","13","--","--"
"","7.5","Stile libero","1","25","0:29.6","2:53.9","1:58","1:58","42","131","135","12","--","--"
"","7.6","Stile libero","1","25","0:38.7","3:32.6","2:35","2:35","54","125","129","15","--","--"
"","7.7","Stile libero","1","25","0:35.9","4:08.5","2:24","2:24","49","125","129","13","--","--"
"","7.8","Stile libero","1","25","0:38.2","4:46.7","2:33","2:33","52","130","133","14","--","--"
"","","Riposo","0","0","0:44.0","35:45","0","0","0","118","132","0","0","4"
"","8","Stile libero","2","50","0:58.0","36:43","1:56","1:55","41","124","136","24","12","6"
"","8.1","Stile libero","1","25","0:29.3","0:29.3","1:57","1:57","41","113","132","12","--","--"
"","8.2","Stile libero","1","25","0:28.7","0:58.0","1:55","1:55","41","135","136","12","--","--"
"","","Riposo","0","0","0:28.3","37:11","0","0","0","131","134","0","0","4"
"","9","Stile libero","2","50","1:01.5","38:13","2:03","1:55","43","127","135","24","12","7"
"","9.1","Stile libero","1","25","0:32.6","0:32.6","2:11","2:11","46","124","131","13","--","--"
"","9.2","Stile libero","1","25","0:28.9","1:01.5","1:55","1:55","40","130","135","11","--","--"
"","","Riposo","0","0","0:31.5","38:44","0","0","0","128","134","0","0","4"
"","10","Stile libero","2","50","0:59.1","39:43","1:58","1:35","41","127","137","22","11","7"
"","10.1","Stile libero","1","25","0:35.3","0:35.3","2:21","2:21","48","122","134","13","--","--"
"","10.2","Stile libero","1","25","0:23.8","0:59.1","1:35","1:35","33","133","137","9","--","--"
"","","Riposo","0","0","0:30.1","40:13","0","0","0","134","137","0","0","4"
"","11","Stile libero","2","50","0:58.9","41:12","1:58","1:55","40","131","138","22","11","7"
"","11.1","Stile libero","1","25","0:30.1","0:30.1","2:00","2:00","41","129","136","11","--","--"
"","11.2","Stile libero","1","25","0:28.8","0:58.9","1:55","1:55","40","133","138","11","--","--"
"","","Riposo","0","0","0:35.5","41:48","0","0","0","129","139","0","0","5"
"","12","Stile libero","2","50","0:59.6","42:47","1:59","1:53","41","124","138","23","12","6"
"","12.1","Stile libero","1","25","0:31.4","0:31.4","2:05","2:05","43","116","130","12","--","--"
"","12.2","Stile libero","1","25","0:28.2","0:59.6","1:53","1:53","39","132","138","11","--","--"
"","","Riposo","0","0","0:34.2","43:21","0","0","0","127","139","0","0","4"
"","13","Stile libero","2","50","0:59.4","44:21","1:59","1:55","41","114","125","23","12","3"
"","13.1","Stile libero","1","25","0:28.7","0:28.7","1:55","1:55","40","112","114","11","--","--"
"","13.2","Stile libero","1","25","0:30.7","0:59.4","2:03","2:03","43","116","124","12","--","--"
"","","Riposo","0","0","0:54.9","45:16","0","0","0","122","134","0","0","5"
"","14","Stile libero","2","50","0:49.5","46:05","1:39","1:33","36","121","134","22","11","4"
"","14.1","Stile libero","1","25","0:23.3","0:23.3","1:33","1:33","34","114","121","11","--","--"
"","14.2","Stile libero","1","25","0:26.3","0:49.5","1:45","1:45","37","128","134","11","--","--"
"","","Riposo","0","0","0:57.0","47:02","0","0","0","135","155","0","0","9"
"","15","Stile libero","1","25","0:21.8","47:24","1:27","1:27","33","124","133","11","11","2"
"","15.1","Stile libero","1","25","0:21.8","0:21.8","1:27","1:27","33","123","132","11","--","--"
"","","Riposo","0","0","0:21.3","47:45","0","0","0","144","151","0","0","4"
"","16","Stile libero","1","25","0:24.0","48:09","1:36","1:36","35","145","156","11","11","5"
"","16.1","Stile libero","1","25","0:24.0","0:24.0","1:36","1:36","35","145","154","11","--","--"
"","","Riposo","0","0","0:51.0","49:00","0","0","0","137","161","0","0","8"
"","17","Misto","10","250","8:22.0","57:22","3:21","1:27","63","118","136","126","13","40"
"","17.1","Stile libero","1","25","0:39.2","0:39.2","2:37","2:37","53","116","132","14","--","--"
"","17.2","Stile libero","1","25","0:30.3","1:09.4","2:01","2:01","41","132","133","11","--","--"
"","17.3","Stile libero","1","25","0:38.8","1:48.2","2:35","2:35","53","135","136","14","--","--"
"","17.4","Stile libero","1","25","0:54.1","2:42.2","3:36","3:36","68","123","136","14","--","--"
"","17.5","Stile libero","1","25","0:32.9","3:15.1","2:12","2:12","41","108","109","8","--","--"
"","17.6","Stile libero","1","25","0:21.7","3:36.8","1:27","1:27","30","108","110","8","--","--"
"","17.7","Stile libero","1","25","0:31.7","4:08.5","2:07","2:07","45","108","110","13","--","--"
"","17.8","Rana","1","25","0:40.9","4:49.4","2:44","2:44","61","101","107","20","--","--"
"","17.9","Stile libero","1","25","0:29.4","5:18.8","1:58","1:58","39","106","112","10","--","--"
"","17.10","Stile libero","1","25","3:03.2","8:22.0","12:15","12:15","197","123","134","14","--","--"
"","Riepilogo","--","78","1,950","57:22","57:22","2:23","1:27","49","130","175","1,046","13","499"
