"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","4","Stile libero","2","50","0:58.9","21:35","1:58","1:57","40","133","142","22","11","9"
"","4.1","Stile libero","1","25","0:29.1","0:29.1","1:57","1:57","40","129","138","11","--","--"
"","4.2","Stile libero","1","25","0:29.8","0:58.9","1:59","1:59","41","137","142","11","--","--"
"","","Riposo","0","0","1:03.6","22:39","0","0","0","122","142","0","0","7"
"","","Riposo","0","0","2:25.1","25:04","0","0","0","138","152","0","0","24"
"","","Riposo","0","0","0:18.2","25:22","0","0","0","134","136","0","0","3"
"","5","Stile libero","8","200","4:01.0","29:23","2:00","1:46","42","148","156","91","11","48"
"","5.1","Stile libero","1","25","0:28.4","0:28.4","1:54","1:54","39","137","141","11","--","--"
"","5.2","Stile libero","1","25","0:28.8","0:57.2","1:55","1:55","40","144","146","11","--","--"
"","5.3","Stile libero","1","25","0:30","1:27.2","2:00","2:00","41","146","150","11","--","--"
"","5.4","Stile libero","1","25","0:30.8","1:58.0","2:03","2:03","43","150","153","12","--","--"
"","5.5","Stile libero","1","25","0:31.4","2:29.4","2:06","2:06","43","154","156","12","--","--"
"","5.6","Stile libero","1","25","0:29.8","2:59.2","1:59","1:59","41","155","156","11","--","--"
"","5.7","Stile libero","1","25","0:35.2","3:34.4","2:21","2:21","48","150","153","13","--","--"
"","5.8","Stile libero","1","25","0:26.6","4:01.0","1:46","1:46","37","147","149","10","--","--"
"","","Riposo","0","0","0:22.4","29:46","0","0","0","141","146","0","0","4"
"","6","Misto","4","100","2:05.4","31:51","2:05","1:18","43","141","150","45","11","21"
"","6.1","Dorso","1","25","0:39.5","0:39.5","2:38","2:38","56","131","137","16","--","--"
"","6.2","Dorso","1","25","0:19.4","0:58.9","1:18","1:18","25","143","146","6","--","--"
"","6.3","Dorso","1","25","0:20.6","1:19.5","1:23","1:23","29","145","147","8","--","--"
"","6.4","Rana","1","25","0:45.9","2:05.4","3:03","3:03","61","147","150","15","--","--"
"","","Riposo","0","0","0:52.8","32:44","0","0","0","132","147","0","0","7"
"","7","Farfalla","1","25","0:17.2","33:01","1:09","1:09","24","113","117","7","7","1"
"","7.1","Farfalla","1","25","0:17.2","0:17.2","1:09","1:09","24","113","117","7","--","--"
"","","Riposo","0","0","0:32.3","33:33","0","0","0","114","126","0","0","2"
"","8","Stile libero","1","25","0:15.7","33:49","1:03","1:03","21","122","125","5","5","1"
"","8.1","Stile libero","1","25","0:15.7","0:15.7","1:03","1:03","21","122","125","5","--","--"
"","","Riposo","0","0","1:53.8","35:43","0","0","0","121","136","0","0","10"
"","9","Rana","1","25","2:35.1","38:18","1:41","1:41","30","137","154","5","5","23"
"","9.1","Rana","1","25","0:25.1","0:25.1","1:41","1:41","30","120","127","5","--","--"
"","9.2","--","1","--","2:10.0","2:35.1","--","--","--","140","154","--","--","--"
"","","Riposo","0","0","0:47.4","39:06","0","0","0","133","140","0","0","6"
"","10","Stile libero","8","200","3:58.4","43:04","1:59","1:53","42","139","152","95","12","37"
"","10.1","Stile libero","1","25","0:29.3","0:29.3","1:57","1:57","40","123","137","11","--","--"
"","10.2","Stile libero","1","25","0:29.6","0:58.9","1:58","1:58","41","140","150","11","--","--"
"","10.3","Stile libero","1","25","0:29.9","1:28.8","1:59","1:59","41","150","152","11","--","--"
"","10.4","Stile libero","1","25","0:29.8","1:58.6","1:59","1:59","42","139","147","12","--","--"
"","10.5","Stile libero","1","25","0:28.3","2:26.9","1:53","1:53","40","136","143","12","--","--"
"","10.6","Stile libero","1","25","0:33.1","3:00.0","2:12","2:12","47","143","144","14","--","--"
"","10.7","Stile libero","1","25","0:29.8","3:29.7","1:59","1:59","42","140","143","12","--","--"
"","10.8","Stile libero","1","25","0:28.6","3:58.4","1:55","1:55","41","141","143","12","--","--"
"","","Riposo","0","0","0:26.3","43:30","0","0","0","143","146","0","0","4"
"","11","Misto","5","125","2:43.3","46:14","2:11","0:57","44","136","147","59","12","22"
"","11.1","Dorso","1","25","0:47.8","0:47.8","3:11","3:11","67","140","147","19","--","--"
"","11.2","Rana","1","25","0:14.3","1:02.1","0:57","0:57","18","140","142","4","--","--"
"","11.3","Dorso","1","25","0:37.8","1:39.9","2:31","2:31","53","132","135","15","--","--"
"","11.4","Rana","1","25","0:28.8","2:08.6","1:55","1:55","36","134","139","7","--","--"
"","11.5","Dorso","1","25","0:34.7","2:43.3","2:19","2:19","49","133","138","14","--","--"
"","","Riposo","0","0","0:50.7","47:04","0","0","0","126","141","0","0","5"
"","12","Farfalla","1","25","0:16.6","47:21","1:06","1:06","23","114","115","6","6","1"
"","12.1","Farfalla","1","25","0:16.6","0:16.6","1:06","1:06","23","114","115","6","--","--"
"","","Riposo","0","0","0:34.8","47:56","0","0","0","117","125","0","0","2"
"","13","Farfalla","1","25","0:18.4","48:14","1:13","1:13","24","115","118","6","6","1"
"","13.1","Farfalla","1","25","0:18.4","0:18.4","1:13","1:13","24","115","118","6","--","--"
"","","Riposo","0","0","0:34.9","48:49","0","0","0","118","122","0","0","2"
"","14","Stile libero","1","25","0:22.4","49:11","1:30","1:30","33","127","136","11","11","2"
"","14.1","Stile libero","1","25","0:22.4","0:22.4","1:30","1:30","33","126","135","11","--","--"
"","","Riposo","0","0","0:59.5","50:11","0","0","0","131","140","0","0","7"
"","15","Stile libero","4","100","1:47.7","51:58","1:48","1:41","39","137","156","48","12","15"
"","15.1","Stile libero","1","25","0:25.1","0:25.1","1:41","1:41","37","121","127","12","--","--"
"","15.2","Stile libero","1","25","0:26.9","0:52","1:48","1:48","39","132","138","12","--","--"
"","15.3","Stile libero","1","25","0:27.5","1:19.5","1:50","1:50","40","146","155","12","--","--"
"","15.4","Stile libero","1","25","0:28.2","1:47.7","1:53","1:53","40","145","155","12","--","--"
"","","Riposo","0","0","0:42.2","52:41","0","0","0","142","152","0","0","7"
"","16","Misto","10","250","7:23.4","1:00:04","2:33","0:54","51","126","140","128","13","45"
"","16.1","Dorso","1","25","0:47.3","0:47.3","3:09","3:09","63","128","130","16","--","--"
"","16.2","Dorso","1","25","0:45.9","1:33.2","3:03","3:03","62","130","134","16","--","--"
"","16.3","Rana","1","25","0:13.4","1:46.6","0:54","0:54","17","132","134","4","--","--"
"","16.4","Rana","1","25","0:30.3","2:16.9","2:01","2:01","41","133","137","11","--","--"
"","16.5","Dorso","1","25","0:41.8","2:58.7","2:47","2:47","57","138","140","15","--","--"
"","16.6","Stile libero","1","25","0:40.6","3:39.3","2:42","2:42","54","132","140","13","--","--"
"","16.7","Dorso","1","25","0:21.1","4:00.4","1:25","1:25","27","129","131","6","--","--"
"","16.8","Stile libero","1","25","1:06.3","5:06.7","4:25","4:25","88","117","127","22","--","--"
"","16.9","Stile libero","1","25","0:39.9","5:46.6","2:39","2:39","53","117","128","13","--","--"
"","16.10","Stile libero","1","25","0:35.7","6:22.2","2:23","2:23","48","123","130","12","--","--"
"","16.11","--","1","--","1:01.2","7:23.4","--","--","--","122","129","--","--","--"
"","Riepilogo","--","77","1,925","1:00:04","1:00:04","2:13","0:54","45","131","156","930","12","493"
