"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","14.3","Stile libero","1","25","0:30.2","1:26.3","2:01","2:01","43","148","150","13","--","--"
"","14.4","Stile libero","1","25","0:29.0","1:55.3","1:56","1:56","40","147","150","11","--","--"
"","","Riposo","0","0","0:29.2","32:59","0","0","0","145","150","0","0","5"
"","15","Stile libero","1","25","0:25.4","33:24","1:42","1:42","37","141","154","12","12","4"
"","15.1","Stile libero","1","25","0:25.4","0:25.4","1:42","1:42","37","141","153","12","--","--"
"","","Riposo","0","0","0:33.5","33:58","0","0","0","149","155","0","0","7"
"","16","Stile libero","1","25","0:24.2","34:22","1:37","1:37","34","134","141","10","10","3"
"","16.1","Stile libero","1","25","0:24.2","0:24.2","1:37","1:37","34","133","140","10","--","--"
"","","Riposo","0","0","0:34.1","34:56","0","0","0","142","148","0","0","6"
"","17","Stile libero","1","25","0:23.9","35:20","1:36","1:36","34","130","143","10","10","3"
"","17.1","Stile libero","1","25","0:23.9","0:23.9","1:36","1:36","34","129","140","10","--","--"
"","","Riposo","0","0","0:49.8","36:10","0","0","0","140","149","0","0","8"
"","18","Stile libero","1","25","0:20.5","36:30","1:22","1:22","28","124","125","7","7","2"
"","18.1","Stile libero","1","25","0:20.5","0:20.5","1:22","1:22","28","124","125","7","--","--"
"","","Riposo","0","0","0:38.1","37:08","0","0","0","130","138","0","0","4"
"","19","Stile libero","1","25","0:19.2","37:28","1:17","1:17","25","119","124","6","6","1"
"","19.1","Stile libero","1","25","0:19.2","0:19.2","1:17","1:17","25","119","124","6","--","--"
"","","Riposo","0","0","0:43.9","38:12","0","0","0","131","137","0","0","5"
"","20","Stile libero","4","100","1:52.1","40:04","1:52","1:46","40","141","153","48","12","18"
"","20.1","Stile libero","1","25","0:26.5","0:26.5","1:46","1:46","38","120","132","11","--","--"
"","20.2","Stile libero","1","25","0:27.6","0:54.1","1:50","1:50","41","142","151","13","--","--"
"","20.3","Stile libero","1","25","0:28.8","1:22.9","1:55","1:55","41","151","153","12","--","--"
"","20.4","Stile libero","1","25","0:29.2","1:52.1","1:57","1:57","41","150","153","12","--","--"
"","","Riposo","0","0","1:09.8","41:14","0","0","0","136","153","0","0","10"
"","21","Stile libero","1","25","0:23.7","41:37","1:35","1:35","35","125","131","11","11","2"
"","21.1","Stile libero","1","25","0:23.7","0:23.7","1:35","1:35","35","125","130","11","--","--"
"","","Riposo","0","0","0:36.0","42:13","0","0","0","141","153","0","0","6"
"","22","Stile libero","1","25","0:23.7","42:37","1:35","1:35","35","133","142","11","11","3"
"","22.1","Stile libero","1","25","0:23.7","0:23.7","1:35","1:35","35","132","141","11","--","--"
"","","Riposo","0","0","0:40.4","43:17","0","0","0","143","154","0","0","7"
"","23","Stile libero","1","25","0:19.3","43:37","1:17","1:17","27","127","130","8","8","2"
"","23.1","Stile libero","1","25","0:19.3","0:19.3","1:17","1:17","27","127","129","8","--","--"
"","","Riposo","0","0","0:41.2","44:18","0","0","0","130","143","0","0","5"
"","24","Stile libero","1","25","0:18.0","44:36","1:12","1:12","25","119","122","7","7","1"
"","24.1","Stile libero","1","25","0:18.0","0:18.0","1:12","1:12","25","119","122","7","--","--"
"","","Riposo","0","0","1:07.9","45:44","0","0","0","120","131","0","0","5"
"","25","Stile libero","4","100","1:47.4","47:31","1:47","1:43","39","145","167","48","12","18"
"","25.1","Stile libero","1","25","0:25.7","0:25.7","1:43","1:43","36","118","128","10","--","--"
"","25.2","Stile libero","1","25","0:27.4","0:53.1","1:50","1:50","40","142","158","13","--","--"
"","25.3","Stile libero","1","25","0:26.7","1:19.7","1:47","1:47","39","159","166","12","--","--"
"","25.4","Stile libero","1","25","0:27.6","1:47.4","1:50","1:50","41","160","167","13","--","--"
"","","Riposo","0","0","0:59.6","48:31","0","0","0","146","164","0","0","11"
"","26","Stile libero","1","25","0:22.6","48:53","1:30","1:30","34","131","138","11","11","2"
"","26.1","Stile libero","1","25","0:22.6","0:22.6","1:30","1:30","34","131","136","11","--","--"
"","","Riposo","0","0","0:37.4","49:31","0","0","0","140","151","0","0","6"
"","27","Stile libero","1","25","0:22.9","49:54","1:32","1:32","35","129","141","12","12","2"
"","27.1","Stile libero","1","25","0:22.9","0:22.9","1:32","1:32","35","128","139","12","--","--"
"","","Riposo","0","0","0:38.6","50:32","0","0","0","146","151","0","0","7"
"","28","Farfalla","1","25","0:17.8","50:50","1:11","1:11","25","128","131","7","7","2"
"","28.1","Farfalla","1","25","0:17.8","0:17.8","1:11","1:11","25","127","131","7","--","--"
"","","Riposo","0","0","0:42.5","51:32","0","0","0","133","141","0","0","5"
"","29","Stile libero","1","25","0:17.7","51:50","1:11","1:11","23","124","132","5","5","1"
"","29.1","Stile libero","1","25","0:17.7","0:17.7","1:11","1:11","23","123","131","5","--","--"
"","","Riposo","0","0","0:43.5","52:34","0","0","0","135","146","0","0","6"
"","30","Misto","13","325","9:07.3","1:01:41","2:48","0:59","56","135","154","178","14","68"
"","30.1","Stile libero","1","25","0:38.4","0:38.4","2:34","2:34","51","119","128","13","--","--"
"","30.2","Stile libero","1","25","0:36.1","1:14.5","2:24","2:24","47","127","131","11","--","--"
"","30.3","Rana","1","25","0:51.2","2:05.7","3:25","3:25","66","128","133","15","--","--"
"","30.4","Dorso","1","25","0:37.9","2:43.6","2:32","2:32","53","128","133","15","--","--"
"","30.5","Dorso","1","25","0:57.3","3:40.9","3:49","3:49","76","137","147","19","--","--"
"","30.6","Dorso","1","25","0:36.6","4:17.4","2:26","2:26","53","140","144","16","--","--"
"","30.7","Rana","1","25","0:14.8","4:32.2","0:59","0:59","20","143","145","5","--","--"
"","30.8","Dorso","1","25","0:56.1","5:28.2","3:44","3:44","72","135","145","16","--","--"
"","30.9","Dorso","1","25","0:48.4","6:16.6","3:13","3:13","66","132","145","18","--","--"
"","30.10","Dorso","1","25","0:49.9","7:06.5","3:20","3:20","68","138","152","18","--","--"
"","30.11","Rana","1","25","0:30.1","7:36.6","2:00","2:00","36","150","154","6","--","--"
"","30.12","Dorso","1","25","0:32.9","8:09.4","2:12","2:12","45","141","154","12","--","--"
"","30.13","Dorso","1","25","0:57.9","9:07.3","3:51","3:51","72","145","150","14","--","--"
"","Riepilogo","--","75","1,875","1:01:41","1:01:41","2:08","0:52","43","134","167","864","12","534"
