"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","15.2","Stile libero","1","25","0:28.1","0:58.4","1:52","1:52","40","144","147","12","--","--"
"","15.3","Stile libero","1","25","0:28.9","1:27.3","1:55","1:55","41","146","149","12","--","--"
"","15.4","Stile libero","1","25","0:27.6","1:54.9","1:50","1:50","39","150","153","11","--","--"
"","","Riposo","0","0","1:21.0","34:28","0","0","0","128","153","0","0","10"
"","16","Stile libero","2","50","0:54.7","35:23","1:49","1:44","38","126","148","21","11","5"
"","16.1","Stile libero","1","25","0:28.6","0:28.6","1:55","1:55","39","117","127","10","--","--"
"","16.2","Stile libero","1","25","0:26.1","0:54.7","1:44","1:44","37","134","146","11","--","--"
"","","Riposo","0","0","0:26.6","35:49","0","0","0","140","149","0","0","5"
"","17","Stile libero","2","50","0:56.7","36:46","1:54","1:45","40","134","147","24","12","7"
"","17.1","Stile libero","1","25","0:30.4","0:30.4","2:02","2:02","42","127","137","12","--","--"
"","17.2","Stile libero","1","25","0:26.3","0:56.7","1:45","1:45","38","140","146","12","--","--"
"","","Riposo","0","0","0:31.7","37:18","0","0","0","139","150","0","0","5"
"","18","Stile libero","2","50","0:53.9","38:12","1:48","1:42","38","136","149","23","12","8"
"","18.1","Stile libero","1","25","0:28.3","0:28.3","1:53","1:53","40","128","140","12","--","--"
"","18.2","Stile libero","1","25","0:25.6","0:53.9","1:42","1:42","37","143","147","11","--","--"
"","","Riposo","0","0","0:38.3","38:50","0","0","0","143","153","0","0","7"
"","19","Stile libero","2","50","0:50.1","39:40","1:40","1:31","37","146","156","23","12","9"
"","19.1","Stile libero","1","25","0:27.4","0:27.4","1:50","1:50","39","137","153","12","--","--"
"","19.2","Stile libero","1","25","0:22.7","0:50.1","1:31","1:31","34","155","156","11","--","--"
"","","Riposo","0","0","0:39.3","40:19","0","0","0","140","159","0","0","9"
"","20","Dorso","1","25","0:43.3","41:03","2:53","2:53","58","136","142","15","15","5"
"","20.1","Dorso","1","25","0:43.3","0:43.3","2:53","2:53","58","129","142","15","--","--"
"","","Riposo","0","0","0:10.8","41:13","0","0","0","129","133","0","0","2"
"","21","Dorso","1","25","0:28.9","41:42","1:56","1:56","40","142","149","11","11","5"
"","21.1","Dorso","1","25","0:28.9","0:28.9","1:56","1:56","40","134","143","11","--","--"
"","","Riposo","0","0","0:23.3","42:06","0","0","0","135","149","0","0","3"
"","22","Stile libero","2","50","1:03.4","43:09","2:07","2:03","44","134","138","24","12","8"
"","22.1","Stile libero","1","25","0:32.6","0:32.6","2:11","2:11","46","132","136","13","--","--"
"","22.2","Stile libero","1","25","0:30.8","1:03.4","2:03","2:03","42","133","136","11","--","--"
"","","Riposo","0","0","0:27.6","43:37","0","0","0","120","131","0","0","2"
"","23","Stile libero","4","100","2:08.8","45:45","2:09","2:03","44","131","138","48","12","15"
"","23.1","Stile libero","1","25","0:31.6","0:31.6","2:06","2:06","45","120","128","13","--","--"
"","23.2","Stile libero","1","25","0:31.8","1:03.4","2:07","2:07","43","131","134","11","--","--"
"","23.3","Stile libero","1","25","0:34.6","1:38","2:19","2:19","47","135","138","12","--","--"
"","23.4","Stile libero","1","25","0:30.8","2:08.8","2:03","2:03","43","132","134","12","--","--"
"","","Riposo","0","0","0:56.8","46:42","0","0","0","115","123","0","0","3"
"","24","Stile libero","3","75","1:48.1","48:30","2:24","1:50","48","131","139","37","12","12"
"","24.1","Stile libero","1","25","0:27.5","0:27.5","1:50","1:50","40","120","132","12","--","--"
"","24.2","Stile libero","1","25","0:35.3","1:02.8","2:21","2:21","47","132","139","12","--","--"
"","24.3","Stile libero","1","25","0:45.3","1:48.1","3:01","3:01","58","133","138","13","--","--"
"","","Riposo","0","0","1:03.9","49:34","0","0","0","110","122","0","0","3"
"","25","Stile libero","3","75","1:26.2","51:00","1:55","1:46","40","134","145","33","11","10"
"","25.1","Stile libero","1","25","0:29.6","0:29.6","1:58","1:58","40","117","128","10","--","--"
"","25.2","Stile libero","1","25","0:30.1","0:59.8","2:00","2:00","41","133","145","11","--","--"
"","25.3","Stile libero","1","25","0:26.4","1:26.2","1:46","1:46","38","141","143","12","--","--"
"","","Riposo","0","0","0:05.6","51:06","0","0","0","138","138","0","0","0"
"","Riepilogo","--","72","1,800","51:06","51:06","2:04","1:12","43","134","159","861","12","483"
