"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","","Riposo","0","0","0:24.3","12:13","0","0","0","155","160","0","0","5"
"","5","Dorso","2","50","1:04.4","13:18","2:09","1:57","45","150","157","26","13","13"
"","5.1","Dorso","1","25","0:35.2","0:35.2","2:21","2:21","49","144","151","14","--","--"
"","5.2","Dorso","1","25","0:29.2","1:04.4","1:57","1:57","41","156","157","12","--","--"
"","","Riposo","0","0","1:06.5","14:24","0","0","0","140","159","0","0","12"
"","6","Misto","2","50","1:04.4","15:29","2:09","2:05","43","133","141","22","11","10"
"","6.1","Stile libero","1","25","0:31.3","0:31.3","2:05","2:05","42","129","136","11","--","--"
"","6.2","Rana","1","25","0:33.1","1:04.4","2:12","2:12","44","137","141","11","--","--"
"","","Riposo","0","0","0:11.5","15:40","0","0","0","131","137","0","0","2"
"","7","Rana","2","50","1:06.0","16:46","2:12","1:51","45","129","131","24","12","9"
"","7.1","Rana","1","25","0:38.3","0:38.3","2:33","2:33","52","128","131","14","--","--"
"","7.2","Rana","1","25","0:27.7","1:06.0","1:51","1:51","38","130","131","10","--","--"
"","","Riposo","0","0","0:12.5","16:59","0","0","0","129","131","0","0","2"
"","8","Stile libero","2","50","1:04.8","18:03","2:10","2:02","44","128","131","23","12","8"
"","8.1","Stile libero","1","25","0:30.6","0:30.6","2:02","2:02","42","128","129","11","--","--"
"","8.2","Stile libero","1","25","0:34.2","1:04.8","2:17","2:17","46","129","131","12","--","--"
"","","Riposo","0","0","0:10.5","18:14","0","0","0","128","131","0","0","1"
"","9","Stile libero","2","50","1:08.5","19:22","2:17","2:11","46","131","134","23","12","10"
"","9.1","Stile libero","1","25","0:32.7","0:32.7","2:11","2:11","45","131","134","12","--","--"
"","9.2","Stile libero","1","25","0:35.8","1:08.5","2:23","2:23","47","130","133","11","--","--"
"","","Riposo","0","0","0:39.1","20:01","0","0","0","125","132","0","0","5"
"","10","Misto","2","50","1:03.0","21:04","2:06","2:03","43","130","146","24","12","8"
"","10.1","Stile libero","1","25","0:30.9","0:30.9","2:03","2:03","43","119","130","12","--","--"
"","10.2","Dorso","1","25","0:32.1","1:03.0","2:08","2:08","44","138","144","12","--","--"
"","","Riposo","0","0","0:17.3","21:22","0","0","0","150","152","0","0","3"
"","11","Misto","2","50","1:04.6","22:26","2:09","2:03","45","137","148","25","13","10"
"","11.1","Stile libero","1","25","0:30.9","0:30.9","2:03","2:03","43","138","144","12","--","--"
"","11.2","Dorso","1","25","0:33.7","1:04.6","2:15","2:15","47","136","147","13","--","--"
"","","Riposo","0","0","0:15.3","22:42","0","0","0","151","152","0","0","3"
"","12","Misto","3","75","1:25.5","24:07","1:54","0:51","39","135","150","30","10","13"
"","12.1","Stile libero","1","25","0:31.9","0:31.9","2:08","2:08","44","141","150","12","--","--"
"","12.2","Rana","1","25","0:12.8","0:44.7","0:51","0:51","17","133","135","4","--","--"
"","12.3","Rana","1","25","0:40.8","1:25.5","2:43","2:43","55","130","140","14","--","--"
"","","Riposo","0","0","0:25.4","24:32","0","0","0","142","145","0","0","5"
"","13","Misto","2","50","1:03.2","25:36","2:06","2:00","43","135","146","23","12","9"
"","13.1","Stile libero","1","25","0:30.1","0:30.1","2:00","2:00","41","130","136","11","--","--"
"","13.2","Dorso","1","25","0:33.1","1:03.2","2:12","2:12","45","138","141","12","--","--"
"","","Riposo","0","0","1:14.2","26:50","0","0","0","133","152","0","0","10"
"","14","Stile libero","12","300","6:15.3","33:05","2:05","1:52","43","143","149","145","12","65"
"","14.1","Stile libero","1","25","0:28","0:28","1:52","1:52","39","129","143","11","--","--"
"","14.2","Stile libero","1","25","0:27.9","0:55.9","1:52","1:52","39","146","149","11","--","--"
"","14.3","Stile libero","1","25","0:32.3","1:28.2","2:09","2:09","45","145","148","13","--","--"
"","14.4","Stile libero","1","25","0:30.8","1:59.0","2:03","2:03","43","142","144","12","--","--"
"","14.5","Stile libero","1","25","0:29.8","2:28.8","1:59","1:59","41","142","144","11","--","--"
"","14.6","Stile libero","1","25","0:32.2","3:01.0","2:09","2:09","44","144","147","12","--","--"
"","14.7","Stile libero","1","25","0:31.7","3:32.7","2:07","2:07","44","144","147","12","--","--"
"","14.8","Stile libero","1","25","0:32.3","4:04.9","2:09","2:09","45","146","148","13","--","--"
"","14.9","Stile libero","1","25","0:31.9","4:36.9","2:08","2:08","44","144","148","12","--","--"
"","14.10","Stile libero","1","25","0:34.4","5:11.2","2:18","2:18","48","145","149","14","--","--"
"","14.11","Stile libero","1","25","0:32.4","5:43.6","2:10","2:10","44","145","146","12","--","--"
"","14.12","Stile libero","1","25","0:31.7","6:15.3","2:07","2:07","44","145","149","12","--","--"
"","","Riposo","0","0","0:33.1","33:38","0","0","0","139","144","0","0","5"
"","15","Stile libero","14","350","7:15.0","40:53","2:04","1:42","43","142","148","168","12","71"
"","15.1","Stile libero","1","25","0:29.4","0:29.4","1:58","1:58","40","131","139","11","--","--"
"","15.2","Stile libero","1","25","0:30.3","0:59.6","2:01","2:01","42","140","145","12","--","--"
"","15.3","Stile libero","1","25","0:30.6","1:30.3","2:03","2:03","43","147","148","12","--","--"
"","15.4","Stile libero","1","25","0:33.3","2:03.5","2:13","2:13","46","145","146","13","--","--"
"","15.5","Stile libero","1","25","0:25.4","2:28.9","1:42","1:42","35","143","145","10","--","--"
"","15.6","Stile libero","1","25","0:30.9","2:59.8","2:04","2:04","43","145","147","12","--","--"
"","15.7","Stile libero","1","25","0:33.1","3:32.9","2:12","2:12","46","144","147","13","--","--"
"","15.8","Stile libero","1","25","0:29.3","4:02.2","1:57","1:57","40","146","147","11","--","--"
"","15.9","Stile libero","1","25","0:33.4","4:35.6","2:14","2:14","46","143","146","13","--","--"
"","15.10","Stile libero","1","25","0:30.8","5:06.4","2:03","2:03","43","141","143","12","--","--"
"","15.11","Stile libero","1","25","0:31.9","5:38.3","2:08","2:08","44","140","141","12","--","--"
"","15.12","Stile libero","1","25","0:30.9","6:09.2","2:03","2:03","43","141","143","12","--","--"
"","15.13","Stile libero","1","25","0:30.5","6:39.7","2:02","2:02","43","143","145","12","--","--"
"","15.14","Stile libero","1","25","0:35.3","7:15.0","2:21","2:21","48","146","148","13","--","--"
"","","Riposo","0","0","0:53.2","41:46","0","0","0","129","147","0","0","6"
"","16","Stile libero","12","300","6:12.7","47:59","2:04","1:48","43","145","154","146","12","63"
"","16.1","Stile libero","1","25","0:29.4","0:29.4","1:58","1:58","41","122","134","12","--","--"
"","16.2","Stile libero","1","25","0:33.1","1:02.5","2:12","2:12","45","142","148","12","--","--"
"","16.3","Stile libero","1","25","0:27","1:29.5","1:48","1:48","38","149","149","11","--","--"
"","16.4","Stile libero","1","25","0:32.1","2:01.6","2:08","2:08","44","147","149","12","--","--"
"","16.5","Stile libero","1","25","0:31.6","2:33.2","2:06","2:06","44","147","150","12","--","--"
"","16.6","Stile libero","1","25","0:30.9","3:04.1","2:04","2:04","43","146","148","12","--","--"
"","16.7","Stile libero","1","25","0:33.9","3:38.0","2:16","2:16","47","147","149","13","--","--"
"","16.8","Stile libero","1","25","0:32","4:10.0","2:08","2:08","44","147","149","12","--","--"
"","16.9","Stile libero","1","25","0:33.1","4:43.1","2:12","2:12","46","146","149","13","--","--"
"","16.10","Stile libero","1","25","0:30.5","5:13.6","2:02","2:02","43","147","149","12","--","--"
"","16.11","Stile libero","1","25","0:28.3","5:41.8","1:53","1:53","40","148","151","12","--","--"
"","16.12","Stile libero","1","25","0:30.9","6:12.7","2:04","2:04","44","152","154","13","--","--"
"","","Riposo","0","0","1:17.1","49:16","0","0","0","127","153","0","0","8"
"","17","Misto","7","175","8:50.4","58:07","3:04","2:15","60","114","134","97","14","27"
"","17.1","Stile libero","1","25","0:39.4","0:39.4","2:37","2:37","52","112","123","13","--","--"
"","17.2","Stile libero","1","25","0:33.8","1:13.1","2:15","2:15","46","121","125","12","--","--"
"","17.3","Stile libero","1","25","0:56.3","2:09.4","3:45","3:45","72","120","124","16","--","--"
"","17.4","Stile libero","1","25","0:46.9","2:56.4","3:08","3:08","61","118","125","14","--","--"
"","17.5","Rana","1","25","1:03.1","3:59.5","4:13","4:13","79","114","122","16","--","--"
"","17.6","Stile libero","1","25","0:43.4","4:42.9","2:54","2:54","56","120","134","13","--","--"
"","17.7","Stile libero","1","25","0:39.4","5:22.3","2:38","2:38","52","110","118","13","--","--"
"","17.8","--","1","--","3:28.1","8:50.4","--","--","--","110","130","--","--","--"
"","","Riposo","0","0","0:22.6","58:29","0","0","0","99","109","0","0","1"
"","","Riposo","0","0","0:30.4","59:00","0","0","0","112","125","0","0","2"
"","","Riposo","0","0","0:12.1","59:12","0","0","0","119","124","0","0","1"
"","18","Stile libero","1","25","0:21.8","59:34","1:27","1:27","33","116","124","11","11","1"
"","18.1","Stile libero","1","25","0:21.8","0:21.8","1:27","1:27","33","115","122","11","--","--"
"","","Riposo","0","0","0:37.1","1:00:11","0","0","0","128","136","0","0","4"
"","19","Stile libero","1","25","0:21.4","1:00:32","1:26","1:26","33","127","135","12","12","2"
"","19.1","Stile libero","1","25","0:21.4","0:21.4","1:26","1:26","33","126","134","12","--","--"
"","","Riposo","0","0","0:49.7","1:01:22","0","0","0","134","147","0","0","7"
"","20","Stile libero","1","25","0:21.5","1:01:43","1:26","1:26","31","122","129","10","10","1"
"","20.1","Stile libero","1","25","0:21.5","0:21.5","1:26","1:26","31","122","128","10","--","--"
"","","Riposo","0","0","3:02.1","1:04:45","0","0","0","133","151","0","0","22"
"","21","Misto","7","175","10:13","1:14:58","2:10","1:11","44","126","148","80","11","87"
"","21.1","Rana","1","25","0:42.2","0:42.2","2:49","2:49","59","125","147","17","--","--"
"","21.2","Rana","1","25","0:38.1","1:20.2","2:32","2:32","56","122","138","18","--","--"
"","21.3","Rana","1","25","0:17.8","1:38.1","1:11","1:11","25","130","136","7","--","--"
"","21.4","Rana","1","25","0:29.5","2:07.6","1:58","1:58","37","137","144","7","--","--"
"","21.5","Rana","1","25","0:37.1","2:44.6","2:28","2:28","48","125","144","11","--","--"
"","21.6","Stile libero","1","25","0:22.1","3:06.7","1:28","1:28","30","111","112","8","--","--"
"","21.7","Dorso","1","25","0:40.3","3:46.9","2:41","2:41","52","134","141","12","--","--"
"","21.8","--","1","--","6:25.7","10:13","--","--","--","126","148","--","--","--"
"","Riepilogo","--","92","2,300","1:14:58","1:14:58","2:12","0:51","45","132","160","1,110","12","631"
