"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","3.8","Rana","1","25","1:04.5","5:26.0","4:18","4:18","77","122","129","13","--","--"
"","","Riposo","0","0","1:02.0","28:22","0","0","0","109","126","0","0","4"
"","4","Misto","4","100","1:55.7","30:18","1:56","1:49","39","132","143","39","10","16"
"","4.1","Stile libero","1","25","0:31.8","0:31.8","2:07","2:07","42","116","128","10","--","--"
"","4.2","Rana","1","25","0:27.3","0:59","1:49","1:49","36","134","141","9","--","--"
"","4.3","Stile libero","1","25","0:28.6","1:27.6","1:55","1:55","39","141","143","10","--","--"
"","4.4","Stile libero","1","25","0:28.1","1:55.7","1:52","1:52","38","138","140","10","--","--"
"","","Riposo","0","0","0:25.1","30:43","0","0","0","137","141","0","0","4"
"","5","Dorso","2","50","1:07.1","31:50","2:14","1:55","47","135","144","26","13","9"
"","5.1","Dorso","1","25","0:38.4","0:38.4","2:34","2:34","53","136","144","15","--","--"
"","5.2","Dorso","1","25","0:28.7","1:07.1","1:55","1:55","40","133","135","11","--","--"
"","","Riposo","0","0","0:45.1","32:35","0","0","0","142","159","0","0","8"
"","6","Stile libero","1","25","0:24.1","32:59","1:36","1:36","34","129","136","10","10","3"
"","6.1","Stile libero","1","25","0:24.1","0:24.1","1:36","1:36","34","129","136","10","--","--"
"","","Riposo","0","0","0:34.8","33:34","0","0","0","138","144","0","0","6"
"","7","Stile libero","1","25","0:23.5","33:58","1:34","1:34","34","130","137","10","10","3"
"","7.1","Stile libero","1","25","0:23.5","0:23.5","1:34","1:34","34","130","136","10","--","--"
"","","Riposo","0","0","1:12.7","35:10","0","0","0","126","144","0","0","8"
"","8","Stile libero","4","100","1:51.6","37:02","1:52","1:46","39","139","152","46","12","18"
"","8.1","Stile libero","1","25","0:26.6","0:26.6","1:46","1:46","38","117","130","11","--","--"
"","8.2","Stile libero","1","25","0:27.3","0:53.9","1:49","1:49","38","139","150","11","--","--"
"","8.3","Stile libero","1","25","0:28.6","1:22.4","1:54","1:54","41","148","152","12","--","--"
"","8.4","Stile libero","1","25","0:29.2","1:51.6","1:57","1:57","41","148","151","12","--","--"
"","","Riposo","0","0","0:48.7","37:51","0","0","0","141","151","0","0","8"
"","9","Dorso","2","50","1:19.0","39:10","2:38","2:20","54","135","152","29","15","11"
"","9.1","Dorso","1","25","0:44.1","0:44.1","2:56","2:56","59","129","136","15","--","--"
"","9.2","Dorso","1","25","0:34.9","1:19.0","2:20","2:20","49","141","152","14","--","--"
"","","Riposo","0","0","0:59.1","40:09","0","0","0","133","152","0","0","8"
"","10","Stile libero","1","25","0:21.5","40:30","1:26","1:26","30","122","128","8","8","2"
"","10.1","Stile libero","1","25","0:21.5","0:21.5","1:26","1:26","30","121","127","8","--","--"
"","","Riposo","0","0","0:39.0","41:09","0","0","0","134","145","0","0","5"
"","11","Farfalla","1","25","0:20.8","41:30","1:23","1:23","29","122","128","8","8","2"
"","11.1","Farfalla","1","25","0:20.8","0:20.8","1:23","1:23","29","121","126","8","--","--"
"","","Riposo","0","0","1:28.8","42:59","0","0","0","123","142","0","0","8"
"","12","Stile libero","4","100","1:47.7","44:47","1:48","1:43","38","134","147","44","11","13"
"","12.1","Stile libero","1","25","0:26.5","0:26.5","1:46","1:46","37","119","124","10","--","--"
"","12.2","Stile libero","1","25","0:25.8","0:52.3","1:43","1:43","36","128","138","10","--","--"
"","12.3","Stile libero","1","25","0:28.1","1:20.4","1:52","1:52","40","142","144","12","--","--"
"","12.4","Stile libero","1","25","0:27.4","1:47.7","1:49","1:49","39","143","146","12","--","--"
"","","Riposo","0","0","0:38.3","45:25","0","0","0","147","154","0","0","7"
"","13","Dorso","2","50","1:20.1","46:45","2:40","2:35","54","140","151","27","14","12"
"","13.1","Dorso","1","25","0:41.4","0:41.4","2:46","2:46","55","135","143","14","--","--"
"","13.2","Dorso","1","25","0:38.6","1:20.1","2:35","2:35","52","143","151","13","--","--"
"","","Riposo","0","0","1:03.4","47:48","0","0","0","134","152","0","0","8"
"","14","Farfalla","1","25","0:21.2","48:10","1:25","1:25","29","118","126","8","8","1"
"","14.1","Farfalla","1","25","0:21.2","0:21.2","1:25","1:25","29","118","124","8","--","--"
"","","Riposo","0","0","1:00.3","49:10","0","0","0","121","130","0","0","5"
"","15","Stile libero","1","25","0:21.9","49:32","1:28","1:28","29","118","128","7","7","1"
"","15.1","Stile libero","1","25","0:21.9","0:21.9","1:28","1:28","29","117","127","7","--","--"
"","","Riposo","0","0","0:42.2","50:14","0","0","0","129","138","0","0","5"
"","16","Misto","6","150","4:38.3","54:52","3:06","1:52","58","138","156","72","12","40"
"","16.1","Dorso","1","25","0:37.7","0:37.7","2:31","2:31","51","126","142","13","--","--"
"","16.2","Dorso","1","25","0:31.1","1:08.7","2:04","2:04","44","139","148","13","--","--"
"","16.3","Dorso","1","25","0:32.5","1:41.2","2:10","2:10","44","147","156","11","--","--"
"","16.4","Dorso","1","25","0:28.1","2:09.3","1:52","1:52","38","135","145","10","--","--"
"","16.5","Rana","1","25","0:58.9","3:08.2","3:56","3:56","73","144","152","14","--","--"
"","16.6","Stile libero","1","25","1:30.0","4:38.3","6:00","6:00","101","136","153","11","--","--"
"","Riepilogo","--","63","1,575","54:52","54:52","2:23","0:53","47","133","166","701","11","467"
