Ripetute,Stile,Vasche,Distanza,Tempo,Tempo cumulato,Passo medio,Passo migliore,Swolf medio,FC Media,FC max,Totale bracciate,Bracciate medie,Calorie,activity_id
3.1,Stile libero,1,25,0:31.8,0:31.8,2:07,2:07,44,113,128,12,--,--,activity_21278726321
3.2,Stile libero,1,25,0:30.9,1:02.7,2:03,2:03,42,131,136,11,--,--,activity_21278726321
,Riposo,0,0,0:17.7,20:36,0,0,0,132,138,0,0,3,activity_21278726321
4,Stile libero,2,50,0:58.9,21:35,1:58,1:57,40,133,142,22,11,9,activity_21278726321
4.1,Stile libero,1,25,0:29.1,0:29.1,1:57,1:57,40,129,138,11,--,--,activity_21278726321
4.2,Stile libero,1,25,0:29.8,0:58.9,1:59,1:59,41,137,142,11,--,--,activity_21278726321
,Riposo,0,0,1:03.6,22:39,0,0,0,122,142,0,0,7,activity_21278726321
,Riposo,0,0,2:25.1,25:04,0,0,0,138,152,0,0,24,activity_21278726321
,Riposo,0,0,0:18.2,25:22,0,0,0,134,136,0,0,3,activity_21278726321
5,Stile libero,8,200,4:01.0,29:23,2:00,1:46,42,148,156,91,11,48,activity_21278726321
5.1,Stile libero,1,25,0:28.4,0:28.4,1:54,1:54,39,137,141,11,--,--,activity_21278726321
5.2,Stile libero,1,25,0:28.8,0:57.2,1:55,1:55,40,144,146,11,--,--,activity_21278726321
5.3,Stile libero,1,25,0:30,1:27.2,2:00,2:00,41,146,150,11,--,--,activity_21278726321
5.4,Stile libero,1,25,0:30.8,1:58.0,2:03,2:03,43,150,153,12,--,--,activity_21278726321
5.5,Stile libero,1,25,0:31.4,2:29.4,2:06,2:06,43,154,156,12,--,--,activity_21278726321
5.6,Stile libero,1,25,0:29.8,2:59.2,1:59,1:59,41,155,156,11,--,--,activity_21278726321
5.7,Stile libero,1,25,0:35.2,3:34.4,2:21,2:21,48,150,153,13,--,--,activity_21278726321
5.8,Stile libero,1,25,0:26.6,4:01.0,1:46,1:46,37,147,149,10,--,--,activity_21278726321
,Riposo,0,0,0:22.4,29:46,0,0,0,141,146,0,0,4,activity_21278726321
6,Misto,4,100,2:05.4,31:51,2:05,1:18,43,141,150,45,11,21,activity_21278726321
6.1,Dorso,1,25,0:39.5,0:39.5,2:38,2:38,56,131,137,16,--,--,activity_21278726321
6.2,Dorso,1,25,0:19.4,0:58.9,1:18,1:18,25,143,146,6,--,--,activity_21278726321
6.3,Dorso,1,25,0:20.6,1:19.5,1:23,1:23,29,145,147,8,--,--,activity_21278726321
6.4,Rana,1,25,0:45.9,2:05.4,3:03,3:03,61,147,150,15,--,--,activity_21278726321
,Riposo,0,0,0:52.8,32:44,0,0,0,132,147,0,0,7,activity_21278726321
7,Farfalla,1,25,0:17.2,33:01,1:09,1:09,24,113,117,7,7,1,activity_21278726321
7.1,Farfalla,1,25,0:17.2,0:17.2,1:09,1:09,24,113,117,7,--,--,activity_21278726321
,Riposo,0,0,0:32.3,33:33,0,0,0,114,126,0,0,2,activity_21278726321
8,Stile libero,1,25,0:15.7,33:49,1:03,1:03,21,122,125,5,5,1,activity_21278726321
8.1,Stile libero,1,25,0:15.7,0:15.7,1:03,1:03,21,122,125,5,--,--,activity_21278726321
,Riposo,0,0,1:53.8,35:43,0,0,0,121,136,0,0,10,activity_21278726321
9,Rana,1,25,2:35.1,38:18,1:41,1:41,30,137,154,5,5,23,activity_21278726321
9.1,Rana,1,25,0:25.1,0:25.1,1:41,1:41,30,120,127,5,--,--,activity_21278726321
9.2,--,1,--,2:10.0,2:35.1,--,--,--,140,154,--,--,--,activity_21278726321
,Riposo,0,0,0:47.4,39:06,0,0,0,133,140,0,0,6,activity_21278726321
10,Stile libero,8,200,3:58.4,43:04,1:59,1:53,42,139,152,95,12,37,activity_21278726321
10.1,Stile libero,1,25,0:29.3,0:29.3,1:57,1:57,40,123,137,11,--,--,activity_21278726321
10.2,Stile libero,1,25,0:29.6,0:58.9,1:58,1:58,41,140,150,11,--,--,activity_21278726321
10.3,Stile libero,1,25,0:29.9,1:28.8,1:59,1:59,41,150,152,11,--,--,activity_21278726321
10.4,Stile libero,1,25,0:29.8,1:58.6,1:59,1:59,42,139,147,12,--,--,activity_21278726321
10.5,Stile libero,1,25,0:28.3,2:26.9,1:53,1:53,40,136,143,12,--,--,activity_21278726321
10.6,Stile libero,1,25,0:33.1,3:00.0,2:12,2:12,47,143,144,14,--,--,activity_21278726321
10.7,Stile libero,1,25,0:29.8,3:29.7,1:59,1:59,42,140,143,12,--,--,activity_21278726321
10.8,Stile libero,1,25,0:28.6,3:58.4,1:55,1:55,41,141,143,12,--,--,activity_21278726321
,Riposo,0,0,0:26.3,43:30,0,0,0,143,146,0,0,4,activity_21278726321
11,Misto,5,125,2:43.3,46:14,2:11,0:57,44,136,147,59,12,22,activity_21278726321
11.1,Dorso,1,25,0:47.8,0:47.8,3:11,3:11,67,140,147,19,--,--,activity_21278726321
11.2,Rana,1,25,0:14.3,1:02.1,0:57,0:57,18,140,142,4,--,--,activity_21278726321
11.3,Dorso,1,25,0:37.8,1:39.9,2:31,2:31,53,132,135,15,--,--,activity_21278726321
11.4,Rana,1,25,0:28.8,2:08.6,1:55,1:55,36,134,139,7,--,--,activity_21278726321
11.5,Dorso,1,25,0:34.7,2:43.3,2:19,2:19,49,133,138,14,--,--,activity_21278726321
,Riposo,0,0,0:50.7,47:04,0,0,0,126,141,0,0,5,activity_21278726321
12,Farfalla,1,25,0:16.6,47:21,1:06,1:06,23,114,115,6,6,1,activity_21278726321
12.1,Farfalla,1,25,0:16.6,0:16.6,1:06,1:06,23,114,115,6,--,--,activity_21278726321
,Riposo,0,0,0:34.8,47:56,0,0,0,117,125,0,0,2,activity_21278726321
13,Farfalla,1,25,0:18.4,48:14,1:13,1:13,24,115,118,6,6,1,activity_21278726321
13.1,Farfalla,1,25,0:18.4,0:18.4,1:13,1:13,24,115,118,6,--,--,activity_21278726321
,Riposo,0,0,0:34.9,48:49,0,0,0,118,122,0,0,2,activity_21278726321
14,Stile libero,1,25,0:22.4,49:11,1:30,1:30,33,127,136,11,11,2,activity_21278726321
14.1,Stile libero,1,25,0:22.4,0:22.4,1:30,1:30,33,126,135,11,--,--,activity_21278726321
,Riposo,0,0,0:59.5,50:11,0,0,0,131,140,0,0,7,activity_21278726321
15,Stile libero,4,100,1:47.7,51:58,1:48,1:41,39,137,156,48,12,15,activity_21278726321
15.1,Stile libero,1,25,0:25.1,0:25.1,1:41,1:41,37,121,127,12,--,--,activity_21278726321
15.2,Stile libero,1,25,0:26.9,0:52,1:48,1:48,39,132,138,12,--,--,activity_21278726321
15.3,Stile libero,1,25,0:27.5,1:19.5,1:50,1:50,40,146,155,12,--,--,activity_21278726321
15.4,Stile libero,1,25,0:28.2,1:47.7,1:53,1:53,40,145,155,12,--,--,activity_21278726321
,Riposo,0,0,0:42.2,52:41,0,0,0,142,152,0,0,7,activity_21278726321
16,Misto,10,250,7:23.4,1:00:04,2:33,0:54,51,126,140,128,13,45,activity_21278726321
16.1,Dorso,1,25,0:47.3,0:47.3,3:09,3:09,63,128,130,16,--,--,activity_21278726321
16.2,Dorso,1,25,0:45.9,1:33.2,3:03,3:03,62,130,134,16,--,--,activity_21278726321
16.3,Rana,1,25,0:13.4,1:46.6,0:54,0:54,17,132,134,4,--,--,activity_21278726321
16.4,Rana,1,25,0:30.3,2:16.9,2:01,2:01,41,133,137,11,--,--,activity_21278726321
16.5,Dorso,1,25,0:41.8,2:58.7,2:47,2:47,57,138,140,15,--,--,activity_21278726321
16.6,Stile libero,1,25,0:40.6,3:39.3,2:42,2:42,54,132,140,13,--,--,activity_21278726321
16.7,Dorso,1,25,0:21.1,4:00.4,1:25,1:25,27,129,131,6,--,--,activity_21278726321
16.8,Stile libero,1,25,1:06.3,5:06.7,4:25,4:25,88,117,127,22,--,--,activity_21278726321
16.9,Stile libero,1,25,0:39.9,5:46.6,2:39,2:39,53,117,128,13,--,--,activity_21278726321
16.10,Stile libero,1,25,0:35.7,6:22.2,2:23,2:23,48,123,130,12,--,--,activity_21278726321
16.11,--,1,--,1:01.2,7:23.4,--,--,--,122,129,--,--,--,activity_21278726321
Riepilogo,--,77,"1,925",1:00:04,1:00:04,2:13,0:54,45,131,156,930,12,493,activity_21278726321
1,Misto,12,300,7:08.2,7:08.2,2:17,1:53,46,126,138,138,12,67,activity_21338113438
1.1,Stile libero,1,25,0:34.3,0:34.3,2:17,2:17,46,102,113,12,--,--,activity_21338113438
1.2,Stile libero,1,25,0:37.3,1:11.6,2:29,2:29,51,119,127,14,--,--,activity_21338113438
1.3,Stile libero,1,25,0:28.2,1:39.8,1:53,1:53,37,125,126,9,--,--,activity_21338113438
1.4,Stile libero,1,25,0:30.4,2:10.2,2:02,2:02,40,123,125,10,--,--,activity_21338113438
1.5,Stile libero,1,25,0:35.8,2:45.9,2:23,2:23,48,125,128,12,--,--,activity_21338113438
1.6,Stile libero,1,25,0:34.1,3:20.1,2:16,2:16,46,129,132,12,--,--,activity_21338113438
1.7,Rana,1,25,0:31.5,3:51.6,2:06,2:06,42,133,135,10,--,--,activity_21338113438
1.8,Stile libero,1,25,0:32.3,4:23.9,2:09,2:09,42,131,134,10,--,--,activity_21338113438
1.9,Stile libero,1,25,0:38.9,5:02.7,2:36,2:36,52,131,133,13,--,--,activity_21338113438
1.10,Stile libero,1,25,0:33.5,5:36.2,2:14,2:14,45,129,132,11,--,--,activity_21338113438
1.11,Stile libero,1,25,0:34.2,6:10.4,2:17,2:17,46,133,136,12,--,--,activity_21338113438
1.12,Stile libero,1,25,0:41.3,6:51.7,2:45,2:45,54,135,138,13,--,--,activity_21338113438
1.13,--,1,--,0:16.4,7:08.2,--,--,--,127,134,--,--,--,activity_21338113438
,Riposo,0,0,0:14.7,7:22.9,0,0,0,118,120,0,0,2,activity_21338113438
2,Dorso,2,50,1:23.6,8:46.5,2:47,2:41,57,134,150,31,16,14,activity_21338113438
2.1,Dorso,1,25,0:40.1,0:40.1,2:41,2:41,56,121,141,16,--,--,activity_21338113438
2.2,Dorso,1,25,0:43.5,1:23.6,2:54,2:54,58,145,150,15,--,--,activity_21338113438
,Riposo,0,0,0:19.4,9:05.9,0,0,0,146,151,0,0,4,activity_21338113438
3,Dorso,2,50,1:07.1,10:13,2:14,2:12,46,145,154,25,13,13,activity_21338113438
3.1,Dorso,1,25,0:34.1,0:34.1,2:16,2:16,46,139,146,12,--,--,activity_21338113438
3.2,Dorso,1,25,0:32.9,1:07.1,2:12,2:12,46,150,153,13,--,--,activity_21338113438
,Riposo,0,0,0:28.7,10:42,0,0,0,150,156,0,0,6,activity_21338113438
4,Dorso,2,50,1:07.3,11:49,2:15,2:04,47,147,155,27,14,14,activity_21338113438
4.1,Dorso,1,25,0:31.1,0:31.1,2:04,2:04,44,140,147,13,--,--,activity_21338113438
4.2,Dorso,1,25,0:36.2,1:07.3,2:25,2:25,50,152,155,14,--,--,activity_21338113438
,Riposo,0,0,0:24.3,12:13,0,0,0,155,160,0,0,5,activity_21338113438
5,Dorso,2,50,1:04.4,13:18,2:09,1:57,45,150,157,26,13,13,activity_21338113438
5.1,Dorso,1,25,0:35.2,0:35.2,2:21,2:21,49,144,151,14,--,--,activity_21338113438
5.2,Dorso,1,25,0:29.2,1:04.4,1:57,1:57,41,156,157,12,--,--,activity_21338113438
,Riposo,0,0,1:06.5,14:24,0,0,0,140,159,0,0,12,activity_21338113438
6,Misto,2,50,1:04.4,15:29,2:09,2:05,43,133,141,22,11,10,activity_21338113438
6.1,Stile libero,1,25,0:31.3,0:31.3,2:05,2:05,42,129,136,11,--,--,activity_21338113438
6.2,Rana,1,25,0:33.1,1:04.4,2:12,2:12,44,137,141,11,--,--,activity_21338113438
,Riposo,0,0,0:11.5,15:40,0,0,0,131,137,0,0,2,activity_21338113438
7,Rana,2,50,1:06.0,16:46,2:12,1:51,45,129,131,24,12,9,activity_21338113438
7.1,Rana,1,25,0:38.3,0:38.3,2:33,2:33,52,128,131,14,--,--,activity_21338113438
7.2,Rana,1,25,0:27.7,1:06.0,1:51,1:51,38,130,131,10,--,--,activity_21338113438
,Riposo,0,0,0:12.5,16:59,0,0,0,129,131,0,0,2,activity_21338113438
8,Stile libero,2,50,1:04.8,18:03,2:10,2:02,44,128,131,23,12,8,activity_21338113438
8.1,Stile libero,1,25,0:30.6,0:30.6,2:02,2:02,42,128,129,11,--,--,activity_21338113438
8.2,Stile libero,1,25,0:34.2,1:04.8,2:17,2:17,46,129,131,12,--,--,activity_21338113438
,Riposo,0,0,0:10.5,18:14,0,0,0,128,131,0,0,1,activity_21338113438
9,Stile libero,2,50,1:08.5,19:22,2:17,2:11,46,131,134,23,12,10,activity_21338113438
9.1,Stile libero,1,25,0:32.7,0:32.7,2:11,2:11,45,131,134,12,--,--,activity_21338113438
9.2,Stile libero,1,25,0:35.8,1:08.5,2:23,2:23,47,130,133,11,--,--,activity_21338113438
,Riposo,0,0,0:39.1,20:01,0,0,0,125,132,0,0,5,activity_21338113438
10,Misto,2,50,1:03.0,21:04,2:06,2:03,43,130,146,24,12,8,activity_21338113438
10.1,Stile libero,1,25,0:30.9,0:30.9,2:03,2:03,43,119,130,12,--,--,activity_21338113438
10.2,Dorso,1,25,0:32.1,1:03.0,2:08,2:08,44,138,144,12,--,--,activity_21338113438
,Riposo,0,0,0:17.3,21:22,0,0,0,150,152,0,0,3,activity_21338113438
11,Misto,2,50,1:04.6,22:26,2:09,2:03,45,137,148,25,13,10,activity_21338113438
11.1,Stile libero,1,25,0:30.9,0:30.9,2:03,2:03,43,138,144,12,--,--,activity_21338113438
11.2,Dorso,1,25,0:33.7,1:04.6,2:15,2:15,47,136,147,13,--,--,activity_21338113438
,Riposo,0,0,0:15.3,22:42,0,0,0,151,152,0,0,3,activity_21338113438
12,Misto,3,75,1:25.5,24:07,1:54,0:51,39,135,150,30,10,13,activity_21338113438
12.1,Stile libero,1,25,0:31.9,0:31.9,2:08,2:08,44,141,150,12,--,--,activity_21338113438
12.2,Rana,1,25,0:12.8,0:44.7,0:51,0:51,17,133,135,4,--,--,activity_21338113438
12.3,Rana,1,25,0:40.8,1:25.5,2:43,2:43,55,130,140,14,--,--,activity_21338113438
,Riposo,0,0,0:25.4,24:32,0,0,0,142,145,0,0,5,activity_21338113438
13,Misto,2,50,1:03.2,25:36,2:06,2:00,43,135,146,23,12,9,activity_21338113438
13.1,Stile libero,1,25,0:30.1,0:30.1,2:00,2:00,41,130,136,11,--,--,activity_21338113438
13.2,Dorso,1,25,0:33.1,1:03.2,2:12,2:12,45,138,141,12,--,--,activity_21338113438
,Riposo,0,0,1:14.2,26:50,0,0,0,133,152,0,0,10,activity_21338113438
14,Stile libero,12,300,6:15.3,33:05,2:05,1:52,43,143,149,145,12,65,activity_21338113438
14.1,Stile libero,1,25,0:28,0:28,1:52,1:52,39,129,143,11,--,--,activity_21338113438
14.2,Stile libero,1,25,0:27.9,0:55.9,1:52,1:52,39,146,149,11,--,--,activity_21338113438
14.3,Stile libero,1,25,0:32.3,1:28.2,2:09,2:09,45,145,148,13,--,--,activity_21338113438
14.4,Stile libero,1,25,0:30.8,1:59.0,2:03,2:03,43,142,144,12,--,--,activity_21338113438
14.5,Stile libero,1,25,0:29.8,2:28.8,1:59,1:59,41,142,144,11,--,--,activity_21338113438
14.6,Stile libero,1,25,0:32.2,3:01.0,2:09,2:09,44,144,147,12,--,--,activity_21338113438
14.7,Stile libero,1,25,0:31.7,3:32.7,2:07,2:07,44,144,147,12,--,--,activity_21338113438
14.8,Stile libero,1,25,0:32.3,4:04.9,2:09,2:09,45,146,148,13,--,--,activity_21338113438
14.9,Stile libero,1,25,0:31.9,4:36.9,2:08,2:08,44,144,148,12,--,--,activity_21338113438
14.10,Stile libero,1,25,0:34.4,5:11.2,2:18,2:18,48,145,149,14,--,--,activity_21338113438
14.11,Stile libero,1,25,0:32.4,5:43.6,2:10,2:10,44,145,146,12,--,--,activity_21338113438
14.12,Stile libero,1,25,0:31.7,6:15.3,2:07,2:07,44,145,149,12,--,--,activity_21338113438
,Riposo,0,0,0:33.1,33:38,0,0,0,139,144,0,0,5,activity_21338113438
15,Stile libero,14,350,7:15.0,40:53,2:04,1:42,43,142,148,168,12,71,activity_21338113438
15.1,Stile libero,1,25,0:29.4,0:29.4,1:58,1:58,40,131,139,11,--,--,activity_21338113438
15.2,Stile libero,1,25,0:30.3,0:59.6,2:01,2:01,42,140,145,12,--,--,activity_21338113438
15.3,Stile libero,1,25,0:30.6,1:30.3,2:03,2:03,43,147,148,12,--,--,activity_21338113438
15.4,Stile libero,1,25,0:33.3,2:03.5,2:13,2:13,46,145,146,13,--,--,activity_21338113438
15.5,Stile libero,1,25,0:25.4,2:28.9,1:42,1:42,35,143,145,10,--,--,activity_21338113438
15.6,Stile libero,1,25,0:30.9,2:59.8,2:04,2:04,43,145,147,12,--,--,activity_21338113438
15.7,Stile libero,1,25,0:33.1,3:32.9,2:12,2:12,46,144,147,13,--,--,activity_21338113438
15.8,Stile libero,1,25,0:29.3,4:02.2,1:57,1:57,40,146,147,11,--,--,activity_21338113438
15.9,Stile libero,1,25,0:33.4,4:35.6,2:14,2:14,46,143,146,13,--,--,activity_21338113438
15.10,Stile libero,1,25,0:30.8,5:06.4,2:03,2:03,43,141,143,12,--,--,activity_21338113438
15.11,Stile libero,1,25,0:31.9,5:38.3,2:08,2:08,44,140,141,12,--,--,activity_21338113438
15.12,Stile libero,1,25,0:30.9,6:09.2,2:03,2:03,43,141,143,12,--,--,activity_21338113438
15.13,Stile libero,1,25,0:30.5,6:39.7,2:02,2:02,43,143,145,12,--,--,activity_21338113438
15.14,Stile libero,1,25,0:35.3,7:15.0,2:21,2:21,48,146,148,13,--,--,activity_21338113438
,Riposo,0,0,0:53.2,41:46,0,0,0,129,147,0,0,6,activity_21338113438
16,Stile libero,12,300,6:12.7,47:59,2:04,1:48,43,145,154,146,12,63,activity_21338113438
16.1,Stile libero,1,25,0:29.4,0:29.4,1:58,1:58,41,122,134,12,--,--,activity_21338113438
16.2,Stile libero,1,25,0:33.1,1:02.5,2:12,2:12,45,142,148,12,--,--,activity_21338113438
16.3,Stile libero,1,25,0:27,1:29.5,1:48,1:48,38,149,149,11,--,--,activity_21338113438
16.4,Stile libero,1,25,0:32.1,2:01.6,2:08,2:08,44,147,149,12,--,--,activity_21338113438
16.5,Stile libero,1,25,0:31.6,2:33.2,2:06,2:06,44,147,150,12,--,--,activity_21338113438
16.6,Stile libero,1,25,0:30.9,3:04.1,2:04,2:04,43,146,148,12,--,--,activity_21338113438
16.7,Stile libero,1,25,0:33.9,3:38.0,2:16,2:16,47,147,149,13,--,--,activity_21338113438
16.8,Stile libero,1,25,0:32,4:10.0,2:08,2:08,44,147,149,12,--,--,activity_21338113438
16.9,Stile libero,1,25,0:33.1,4:43.1,2:12,2:12,46,146,149,13,--,--,activity_21338113438
16.10,Stile libero,1,25,0:30.5,5:13.6,2:02,2:02,43,147,149,12,--,--,activity_21338113438
16.11,Stile libero,1,25,0:28.3,5:41.8,1:53,1:53,40,148,151,12,--,--,activity_21338113438
16.12,Stile libero,1,25,0:30.9,6:12.7,2:04,2:04,44,152,154,13,--,--,activity_21338113438
,Riposo,0,0,1:17.1,49:16,0,0,0,127,153,0,0,8,activity_21338113438
17,Misto,7,175,8:50.4,58:07,3:04,2:15,60,114,134,97,14,27,activity_21338113438
17.1,Stile libero,1,25,0:39.4,0:39.4,2:37,2:37,52,112,123,13,--,--,activity_21338113438
17.2,Stile libero,1,25,0:33.8,1:13.1,2:15,2:15,46,121,125,12,--,--,activity_21338113438
17.3,Stile libero,1,25,0:56.3,2:09.4,3:45,3:45,72,120,124,16,--,--,activity_21338113438
17.4,Stile libero,1,25,0:46.9,2:56.4,3:08,3:08,61,118,125,14,--,--,activity_21338113438
17.5,Rana,1,25,1:03.1,3:59.5,4:13,4:13,79,114,122,16,--,--,activity_21338113438
17.6,Stile libero,1,25,0:43.4,4:42.9,2:54,2:54,56,120,134,13,--,--,activity_21338113438
17.7,Stile libero,1,25,0:39.4,5:22.3,2:38,2:38,52,110,118,13,--,--,activity_21338113438
17.8,--,1,--,3:28.1,8:50.4,--,--,--,110,130,--,--,--,activity_21338113438
,Riposo,0,0,0:22.6,58:29,0,0,0,99,109,0,0,1,activity_21338113438
,Riposo,0,0,0:30.4,59:00,0,0,0,112,125,0,0,2,activity_21338113438
,Riposo,0,0,0:12.1,59:12,0,0,0,119,124,0,0,1,activity_21338113438
18,Stile libero,1,25,0:21.8,59:34,1:27,1:27,33,116,124,11,11,1,activity_21338113438
18.1,Stile libero,1,25,0:21.8,0:21.8,1:27,1:27,33,115,122,11,--,--,activity_21338113438
,Riposo,0,0,0:37.1,1:00:11,0,0,0,128,136,0,0,4,activity_21338113438
19,Stile libero,1,25,0:21.4,1:00:32,1:26,1:26,33,127,135,12,12,2,activity_21338113438
19.1,Stile libero,1,25,0:21.4,0:21.4,1:26,1:26,33,126,134,12,--,--,activity_21338113438
,Riposo,0,0,0:49.7,1:01:22,0,0,0,134,147,0,0,7,activity_21338113438
20,Stile libero,1,25,0:21.5,1:01:43,1:26,1:26,31,122,129,10,10,1,activity_21338113438
20.1,Stile libero,1,25,0:21.5,0:21.5,1:26,1:26,31,122,128,10,--,--,activity_21338113438
,Riposo,0,0,3:02.1,1:04:45,0,0,0,133,151,0,0,22,activity_21338113438
21,Misto,7,175,10:13,1:14:58,2:10,1:11,44,126,148,80,11,87,activity_21338113438
21.1,Rana,1,25,0:42.2,0:42.2,2:49,2:49,59,125,147,17,--,--,activity_21338113438
21.2,Rana,1,25,0:38.1,1:20.2,2:32,2:32,56,122,138,18,--,--,activity_21338113438
21.3,Rana,1,25,0:17.8,1:38.1,1:11,1:11,25,130,136,7,--,--,activity_21338113438
21.4,Rana,1,25,0:29.5,2:07.6,1:58,1:58,37,137,144,7,--,--,activity_21338113438
21.5,Rana,1,25,0:37.1,2:44.6,2:28,2:28,48,125,144,11,--,--,activity_21338113438
21.6,Stile libero,1,25,0:22.1,3:06.7,1:28,1:28,30,111,112,8,--,--,activity_21338113438
21.7,Dorso,1,25,0:40.3,3:46.9,2:41,2:41,52,134,141,12,--,--,activity_21338113438
21.8,--,1,--,6:25.7,10:13,--,--,--,126,148,--,--,--,activity_21338113438
